"","Ia1","IaEa1"
"1",8.51570573582593e-05,0.000111172755834371
"2",6.28173590920708e-05,8.20082227022308e-05
"3",9.17955552440558e-05,0.000119839331776042
"4",3.41587275469441e-05,4.45943060386984e-05
"5",5.93054011060691e-05,7.74233525835304e-05
"6",9.13012622409326e-05,0.000119194030998261
"7",5.566121150237e-05,7.26658537502655e-05
"8",5.01924954051695e-05,6.55264309207073e-05
"9",5.36915068346421e-05,7.00943992767991e-05
"10",7.56937332381018e-05,9.88183620303939e-05
"11",3.55575790718856e-05,4.64205102765527e-05
"12",5.78940733476321e-05,7.5580860590989e-05
"13",8.49965153624365e-05,0.000110963167848871
"14",0.000146775576241945,0.000191615889583251
"15",4.24820987600441e-05,5.54604884115801e-05
"16",6.86171288948375e-05,8.95798369897694e-05
"17",6.78672759867998e-05,8.86009021035361e-05
"18",4.59901887262417e-05,6.0040308820549e-05
"19",4.84683160440641e-05,6.32755103619986e-05
"20",5.32935228967224e-05,6.95748302295714e-05
"21",4.6485758734974e-05,6.06872767324139e-05
"22",4.9276271849606e-05,6.43302987292925e-05
"23",6.55388337166757e-05,8.55611147740856e-05
"24",0.000136282409044353,0.000177917033011923
"25",5.27276179152489e-05,6.88360398311886e-05
"26",6.89108207097488e-05,8.99632524040941e-05
"27",7.15663925181214e-05,9.34301081810711e-05
"28",0.00011450414197031,0.000149485449734775
"29",8.06801608054003e-05,0.000105328155952615
"30",5.72448976808758e-05,7.47333601003334e-05
"31",3.82088595168541e-05,4.98817636676475e-05
"32",7.01448162321318e-05,9.15742367096395e-05
"33",5.79444585945106e-05,7.56466386594503e-05
"34",6.88497854195824e-05,8.9883570676925e-05
"35",0.000110895418233122,0.000144774251680804
"36",7.88293094385808e-05,0.000102911864766983
"37",7.82296139799326e-05,0.000102128960814363
"38",6.89945347485176e-05,9.00725412954751e-05
"39",4.29540882130743e-05,5.60766718477617e-05
"40",4.96714130332528e-05,6.48461565535579e-05
"41",7.18024915773352e-05,9.37383361057664e-05
"42",7.42386703625077e-05,9.69187737307239e-05
"43",5.10678377974829e-05,6.66691926491067e-05
"44",5.41136065173331e-05,7.06454514904067e-05
"45",8.70938701823022e-05,0.000113701269921915
"46",8.76830652933609e-05,0.000114470465643944
"47",5.84820724395279e-05,7.63484949069465e-05
"48",4.95595561508673e-05,6.4700127107971e-05
"49",7.03996034806758e-05,9.19068621132267e-05
"50",4.72473556953222e-05,6.16815435089276e-05
"51",5.77026459096273e-05,7.53309515818534e-05
"52",8.47133351562218e-05,0.000110593475366542
"53",5.90319292773028e-05,7.70663344127509e-05
"54",0.000101798095772924,0.00013289767397851
"55",3.69072545116615e-05,4.81825150096496e-05
"56",2.81132686735913e-05,3.67019440421293e-05
"57",7.745081142781e-05,0.000101112232093852
"58",9.88107327422014e-05,0.000128997663913507
"59",5.38250962545729e-05,7.02688006056467e-05
"60",7.10076471014763e-05,9.27006646128543e-05
"61",2.22054874910785e-05,2.89893206225192e-05
"62",6.84681157564176e-05,8.93852999570491e-05
"63",5.12217629381756e-05,6.68701423133371e-05
"64",6.67260812281642e-05,8.71110694320347e-05
"65",8.88165877028409e-05,0.000115950282044031
"66",6.26909336959795e-05,8.18431740247995e-05
"67",0.00012817475130183,0.000167332465125716
"68",3.6346159296836e-05,4.74500037739078e-05
"69",6.35672586148821e-05,8.298721844417e-05
"70",2.53309729702829e-05,3.30696498967172e-05
"71",5.59306870984876e-05,7.30176548291176e-05
"72",8.7760365382066e-05,0.000114571381107138
"73",5.29257817779153e-05,6.90947432599219e-05
"74",9.5057607166317e-05,0.000124097948890381
"75",0.000106283506592476,0.000138753389257175
"76",6.02080372787559e-05,7.86017464119034e-05
"77",7.9654557675876e-05,0.000103989228448088
"78",6.74189657023586e-05,8.80156318824134e-05
"79",6.55444996588221e-05,8.55685116760259e-05
"80",8.40247332806057e-05,0.000109694503859543
"81",8.33905714475534e-05,0.000108866603967127
"82",7.10109782576061e-05,9.2705013445688e-05
"83",4.14856552852848e-05,5.41596289108094e-05
"84",0.000116580425594122,0.000152196043307564
"85",5.32925399589032e-05,6.95735470017385e-05
"86",5.92242319744983e-05,7.73173860749951e-05
"87",4.36599476424002e-05,5.6998173135197e-05
"88",7.56598073689457e-05,9.8774071721579e-05
"89",5.83551695885315e-05,7.61828229109174e-05
"90",6.07904996016019e-05,7.93621524617281e-05
"91",8.26005394059803e-05,0.000107835215119463
"92",4.09338347341042e-05,5.34392257721394e-05
"93",4.18155173173657e-05,5.45902646360116e-05
"94",5.09986841625015e-05,6.65789124020509e-05
"95",3.42987638891986e-05,4.4777123841102e-05
"96",5.40732550453521e-05,7.05927725406957e-05
"97",0.000107129374026268,0.000139857671351958
"98",8.35300491501015e-05,0.000109048692463967
"99",0.000105222039427335,0.000137367641162568
"100",8.05398337328642e-05,0.000105144958601087
"101",8.49696263087668e-05,0.000110928064120643
"102",6.63645792505179e-05,8.66391276771026e-05
"103",9.42817389222519e-05,0.000123085050916532
"104",6.34489982029918e-05,8.28328291744629e-05
"105",8.60273993918394e-05,0.000112308989581675
"106",3.13780511971647e-05,4.09641259634536e-05
"107",5.06487244681432e-05,6.6122039127425e-05
"108",4.66620801045531e-05,6.09174647306457e-05
"109",5.80254093890712e-05,7.57523201284615e-05
"110",3.27372555593768e-05,4.27385707291235e-05
"111",8.54434973364033e-05,0.000111546703957278
"112",8.01932923215156e-05,0.000104692547903659
"113",3.69201028003846e-05,4.81992884833864e-05
"114",8.59066911573031e-05,0.000112151404673253
"115",7.29701958703845e-05,9.52627770421386e-05
"116",7.81868211175815e-05,0.00010207309462329
"117",7.61060050391963e-05,9.9356583919481e-05
"118",7.49562362899513e-05,9.78555578813449e-05
"119",5.55087968691468e-05,7.24668760573937e-05
"120",7.21499687306294e-05,9.41919684166939e-05
"121",8.15055129696388e-05,0.00010640565531061
"122",3.8486156662171e-05,5.0243775798952e-05
"123",7.31677100383105e-05,9.55206322927291e-05
"124",7.22104930215059e-05,9.42709830329851e-05
"125",7.00757095392413e-05,9.14840177456033e-05
"126",5.07343192274843e-05,6.62337833043157e-05
"127",6.9370060802298e-05,9.05627915176115e-05
"128",6.84261307907487e-05,8.93304884771574e-05
"129",8.68715910951544e-05,0.000113411084006042
"130",7.62270715129346e-05,9.95146365100963e-05
"131",6.59044673417683e-05,8.60384504053092e-05
"132",8.40056273298338e-05,0.000109669560992022
"133",5.46727069842192e-05,7.13753585776198e-05
"134",0.00011637571431757,0.000151928792213284
"135",5.98485121075133e-05,7.81323853827793e-05
"136",0.000117091562417627,0.000152863333735866
"137",7.5569509750288e-05,9.86561879498415e-05
"138",8.21727249236274e-05,0.000107276702220304
"139",8.5950088876302e-05,0.000112208060506224
"140",6.89310030606397e-05,8.99896005147189e-05
"141",0.000132934531358702,0.000173546370144319
"142",4.15136397070919e-05,5.41961626449384e-05
"143",0.000122292811889801,0.000159653578203461
"144",8.02488015901914e-05,0.000104765015395661
"145",0.000101322160661371,0.000132276339475051
"146",8.90571053792515e-05,0.00011626427848476
"147",2.65493625650475e-05,3.46602606239064e-05
"148",6.69986925252663e-05,8.74669641765291e-05
"149",0.000107488692833565,0.000140326762972425
"150",0.00012129228245626,0.000158347384473067
"151",5.65061638492905e-05,7.37689411968019e-05
"152",6.79288653555582e-05,8.8681307181722e-05
"153",7.60515818938008e-05,9.92855343641948e-05
"154",9.48986672015299e-05,0.000123890452360489
"155",0.000115157665064523,0.000150338625803076
"156",9.98911069964729e-05,0.000130408095261253
"157",4.48825817085858e-05,5.85943250306647e-05
"158",8.49973189707397e-05,0.000110964216961563
"159",0.000111175768765338,0.000145140250016502
"160",2.97911272023468e-05,3.88923926359223e-05
"161",5.7080316048733e-05,7.45184983593029e-05
"162",7.38309640226137e-05,9.63865120628919e-05
"163",4.37487146969366e-05,5.71140587515657e-05
"164",4.71399800684395e-05,6.15413643538428e-05
"165",8.493506312148e-05,0.000110882941791381
"166",2.48613014211234e-05,3.24564924899577e-05
"167",7.42849190450233e-05,9.69791515038464e-05
"168",0.000112710638034173,0.000147144025766338
"169",7.12589937688818e-05,9.30287983289795e-05
"170",6.22321872722637e-05,8.12442793972047e-05
"171",2.34593448941736e-05,3.06262346640528e-05
"172",6.47509698385919e-05,8.4532556469394e-05
"173",5.63509604310867e-05,7.35663227380165e-05
"174",6.94648576986093e-05,9.0686549107815e-05
"175",7.65030228857722e-05,9.98748917319926e-05
"176",6.83501444360162e-05,8.9231288097019e-05
"177",4.91619737345564e-05,6.41810822482289e-05
"178",2.67216814023231e-05,3.48852233059951e-05
"179",4.43494877198976e-05,5.78983694671478e-05
"180",4.09330857126766e-05,5.34382479227531e-05
"181",0.000105466729541834,0.000137687084731877
"182",4.51988034280148e-05,5.90071532928686e-05
"183",6.19303867485003e-05,8.08502780427676e-05
"184",0.00011436753556609,0.000149307109725233
"185",5.49065429334404e-05,7.16806320064408e-05
"186",7.16463730054873e-05,9.35345229115619e-05
"187",3.63627739902363e-05,4.74716942985685e-05
"188",8.9545158534184e-05,0.000116901433124795
"189",7.9272284170519e-05,0.000103490169410688
"190",9.47896183643565e-05,0.000123748088825097
"191",7.21438119389145e-05,9.41839307093883e-05
"192",5.76123085762536e-05,7.52130159624528e-05
"193",8.84502120277904e-05,0.000115471977664693
"194",4.82804005530711e-05,6.30301862086549e-05
"195",0.000104621281810455,0.000136583350559665
"196",9.89441428363147e-05,0.000129171831132042
"197",3.67664808652136e-05,4.79987346547388e-05
"198",9.78348642762879e-05,0.000127723665139324
"199",5.73823278177386e-05,7.49127754949431e-05
"200",7.78486928614336e-05,0.00010163166732146
"201",5.74416577380382e-05,7.49902308573963e-05
"202",3.26291264665808e-05,4.25974079223648e-05
"203",3.43028306772963e-05,4.47824330433483e-05
"204",7.64152252278753e-05,9.97602716654121e-05
"205",0.000150198217148632,0.00019608415602683
"206",2.095308776718e-05,2.73543095848992e-05
"207",5.17068946671854e-05,6.75034830243696e-05
"208",5.44538337243167e-05,7.10896189779124e-05
"209",6.77947919555655e-05,8.85062740156679e-05
"210",5.51509517034544e-05,7.19997082798052e-05
"211",7.17984896796408e-05,9.37331116181073e-05
"212",5.71815651497936e-05,7.46506793192825e-05
"213",7.84017929219236e-05,0.0001023537408628
"214",0.000110635206257749,0.00014443454428249
"215",4.51213922750035e-05,5.89060928349387e-05
"216",3.54227489328855e-05,4.6244489185792e-05
"217",7.57882136126301e-05,9.89417064006012e-05
"218",0.000106270886953096,0.000138736914285739
"219",5.2241604067818e-05,6.8201547512305e-05
"220",6.86112495144424e-05,8.95721614436503e-05
"221",0.000125131616015058,0.000163359644238024
"222",6.73924262360193e-05,8.79809845413376e-05
"223",8.52756615850743e-05,0.00011132759395534
"224",7.67010842866294e-05,0.000100133461396572
"225",0.000102766903773302,0.000134162455296907
"226",3.0815074486664e-05,4.02291584303034e-05
"227",7.64215877269812e-05,9.97685779242418e-05
"228",0.000119863289917035,0.000156481831064099
"229",6.24850466383262e-05,8.15743879452894e-05
"230",6.08847242241667e-05,7.94851629470941e-05
"231",9.68075967037972e-05,0.000126382564700254
"232",0.000182424316585306,0.000238155411132501
"233",8.55902116804524e-05,0.000111738239908077
"234",5.3807717168673e-05,7.02461121646258e-05
"235",6.90053145275325e-05,9.00866143245058e-05
"236",7.00222040906029e-05,9.14141662457768e-05
"237",5.40216225070545e-05,7.05253661301018e-05
"238",0.000103839557454454,0.000135562807416729
"239",4.30158905071792e-05,5.61573549005312e-05
"240",6.75858831566557e-05,8.82335430452312e-05
"241",5.08479045122169e-05,6.63820691835803e-05
"242",4.4219283513849e-05,5.77283875436678e-05
"243",6.18439459521662e-05,8.07374293624221e-05
"244",9.32116186775652e-05,0.000121688006204484
"245",4.17676290399181e-05,5.45277463675185e-05
"246",0.000136770961591723,0.00017855483961006
"247",8.26689156614103e-05,0.00010792448049553
"248",7.43028005219455e-05,9.70024958176297e-05
"249",7.18457655314897e-05,9.37948303634175e-05
"250",4.44840828546607e-05,5.8074083759277e-05
"251",6.39903190698612e-05,8.3539524948453e-05
"252",5.74932134072519e-05,7.50575369152051e-05
"253",6.92668907922729e-05,9.04281028060736e-05
"254",7.40806114918277e-05,9.67124274714391e-05
"255",5.1097911557372e-05,6.67084540194368e-05
"256",4.20810860846113e-05,5.4936965339795e-05
"257",0.00015607004008022,0.000203749835858037
"258",5.37585142143868e-05,7.01818775821628e-05
"259",5.8245490684782e-05,7.60396368220014e-05
"260",7.91281558807303e-05,0.00010330200956033
"261",4.58477602421739e-05,5.98543680708997e-05
"262",7.80837899980369e-05,0.000101938587233629
"263",7.51022478809108e-05,9.80461763861911e-05
"264",4.77280640112071e-05,6.23091094428302e-05
"265",3.21351820381068e-05,4.19525622096781e-05
"266",6.07195690986486e-05,7.92695525089977e-05
"267",7.90383604433753e-05,0.000103184781387565
"268",0.000103935270367225,0.000135687760868761
"269",7.64187770044297e-05,9.97649085187735e-05
"270",9.5250265289968e-05,0.00012434946456277
"271",7.43934652485418e-05,9.71208588497184e-05
"272",5.77889309516403e-05,7.54435969245349e-05
"273",9.23270052404736e-05,0.000120533141103452
"274",1.90445952467847e-05,2.4862767726084e-05
"275",6.34989309831568e-05,8.28980165464744e-05
"276",4.23825269518847e-05,5.5330497161766e-05
"277",0.000150388868690031,0.000196333052100965
"278",5.01362008075386e-05,6.54529381797487e-05
"279",0.000108603150160833,0.000141781689859
"280",4.64692306182342e-05,6.06656992338046e-05
"281",5.77020841601748e-05,7.53302182165087e-05
"282",7.86126617583564e-05,0.000102629030667228
"283",3.88207202251176e-05,5.0680549384705e-05
"284",8.7485788822616e-05,0.00011421292070763
"285",8.37534102111039e-05,0.00010934029089947
"286",9.73281975857966e-05,0.000127062210481087
"287",8.64504437982068e-05,0.000112861275134455
"288",4.59633994378415e-05,6.00053353361346e-05
"289",5.68829960348455e-05,7.42608965773054e-05
"290",4.47823208774066e-05,5.84634342595388e-05
"291",7.81092149163001e-05,0.000101971779529345
"292",5.8207162151196e-05,7.5989598823531e-05
"293",6.13427834913312e-05,8.00831604900565e-05
"294",0.000112778556812026,0.00014723269390426
"295",3.12024983994505e-05,4.07349413377541e-05
"296",6.40345069112809e-05,8.35972122882626e-05
"297",4.96207952358621e-05,6.4780074889809e-05
"298",4.57660461379351e-05,5.97476900991545e-05
"299",6.87647656719542e-05,8.97725771792937e-05
"300",7.57057641190474e-05,9.88340683761899e-05
"301",4.69937466553893e-05,6.13504562596908e-05
"302",9.89203506057357e-05,0.000129140770314267
"303",2.82481775057824e-05,3.68780678670518e-05
"304",7.79222672788854e-05,0.000101727718911319
"305",3.31920275191855e-05,4.33322766839386e-05
"306",3.55502655387032e-05,4.64109624403076e-05
"307",6.5326274533642e-05,8.52836182178536e-05
"308",5.38802292908297e-05,7.0340776925265e-05
"309",9.81342158725884e-05,0.000128114469412705
"310",5.94589003818177e-05,7.7623746279989e-05
"311",4.40354119402691e-05,5.74883427348333e-05
"312",6.49199776817102e-05,8.47531966401556e-05
"313",7.99725715444568e-05,0.000104404396365586
"314",8.6064592008839e-05,0.000112357544638141
"315",6.83813973292218e-05,8.92720888289048e-05
"316",4.35435745854091e-05,5.68462478121302e-05
"317",8.08525181053805e-05,0.000105553168847863
"318",7.06311340802193e-05,9.22091259021567e-05
"319",0.000107779555551777,0.000140706484993784
"320",5.55059921189277e-05,7.24632144488205e-05
"321",3.91135521381405e-05,5.10628421949186e-05
"322",3.58079272393329e-05,4.67473404484329e-05
"323",4.86024517919641e-05,6.3450624923405e-05
"324",0.000130977772315924,0.000170991816217282
"325",5.57831727753041e-05,7.28250745035157e-05
"326",5.63706119791883e-05,7.35919778842445e-05
"327",7.70554215342599e-05,0.000100596049578173
"328",6.31411599498487e-05,8.2430945548903e-05
"329",9.27274253795828e-05,0.000121055890617554
"330",5.14462297644919e-05,6.71631843282812e-05
"331",7.63072717346779e-05,9.96193381043777e-05
"332",0.000118394527221331,0.000154564357614292
"333",7.7457383442737e-05,0.000101120811876121
"334",3.81071262694371e-05,4.97489506533632e-05
"335",7.65109894207214e-05,9.98852920637117e-05
"336",5.03098842617708e-05,6.5679682372759e-05
"337",4.59355891052223e-05,5.99690288758852e-05
"338",6.73338459308043e-05,8.79045078032914e-05
"339",7.70246473866485e-05,0.000100555873849883
"340",8.22151775618558e-05,0.000107332124247916
"341",5.01658931273581e-05,6.54917015790941e-05
"342",9.94817934826072e-05,0.000129873735423697
"343",6.12933705114677e-05,8.0018651718666e-05
"344",7.524710803911e-05,9.82352916926284e-05
"345",0.000149204011110949,0.000194786217505876
"346",0.000112109311947516,0.000146358993024688
"347",4.65449580529921e-05,6.07645615932552e-05
"348",7.25298376468307e-05,9.46878882568105e-05
"349",4.88380305631497e-05,6.37581736107509e-05
"350",2.95129537169423e-05,3.85292364403957e-05
"351",3.62033659480702e-05,4.72635866924635e-05
"352",5.14882178594734e-05,6.72179998934985e-05
"353",5.81235655267373e-05,7.58804632168316e-05
"354",7.25713082111672e-05,9.47420281844492e-05
"355",3.44473555153174e-05,4.49711105884369e-05
"356",5.32424322852362e-05,6.95081313058135e-05
"357",0.000103376118800059,0.000134957787070001
"358",7.15622596918436e-05,9.34247127658121e-05
"359",0.000133135680066006,0.000173808970295348
"360",7.26384970228105e-05,9.48297433496198e-05
"361",0.000165911824130018,0.000216598310066578
"362",3.90041791344597e-05,5.09200554593234e-05
"363",8.54375202574025e-05,0.000111538900865379
"364",7.92654897592712e-05,0.000103481299289454
"365",7.19324369286155e-05,9.39079800936854e-05
"366",5.28932587980911e-05,6.90522844267121e-05
"367",5.14652835323879e-05,6.71880590709243e-05
"368",5.38640948272583e-05,7.03197133418724e-05
"369",8.35081049428233e-05,0.00010902004424533
"370",0.000110373033060144,0.000144092276503542
"371",7.80689403696636e-05,0.000101919201005868
"372",6.05312753443922e-05,7.90237345319977e-05
"373",9.13863001044463e-05,0.000119305048146227
"374",6.92454275703458e-05,9.04000825150402e-05
"375",0.000103163890065113,0.000134680721914592
"376",6.76627214992832e-05,8.83338556977422e-05
"377",6.41739275109339e-05,8.37792262371275e-05
"378",7.12987536395954e-05,9.30807049417251e-05
"379",7.17859005720104e-05,9.3716676505949e-05
"380",3.14370262903236e-05,4.10411180981686e-05
"381",4.96837264079952e-05,6.48622316957269e-05
"382",4.27375285995487e-05,5.57939527193073e-05
