"","IaStar","EaStar"
"1140",4.35869835679475e-06,3.22283445743499e-06
"1141",4.94232845113656e-06,3.97933950901673e-06
"1142",7.39700604446427e-06,5.84219054355848e-06
"1143",1.20040936914949e-05,8.56522081486241e-06
"1144",2.79178081866151e-06,2.32980166023881e-06
"1145",2.00159623906788e-06,1.62333175814363e-06
"1146",4.56711232681805e-06,3.41638860860248e-06
"1147",4.62552754640557e-06,3.37663101681946e-06
"1148",1.15399553000438e-05,8.6830810409054e-06
"1149",4.99170425001251e-06,4.05345606485152e-06
"1150",7.13535697129777e-06,5.3134288098376e-06
"1151",7.98948234122674e-06,5.52574365901141e-06
"1152",5.39021470373309e-06,4.11728087606808e-06
"1153",4.35925618542711e-06,3.52997736085842e-06
"1154",6.79808764797193e-06,4.89072026238828e-06
"1155",9.55561805512126e-06,7.25670404803518e-06
"1156",7.34395531841585e-06,5.26464130811456e-06
"1157",4.75784477505946e-06,3.69330351218867e-06
"1158",8.72906839015968e-06,6.67189083424928e-06
"1159",5.44436496932976e-06,4.18675201862884e-06
"1160",4.80730211803759e-06,3.56753491841501e-06
"1161",8.61271161313954e-06,6.35888820834998e-06
"1162",3.32910774149244e-06,2.71374029480865e-06
"1163",5.46155631277335e-06,4.23646267253989e-06
"1164",4.7117927744713e-06,3.5893733189258e-06
"1165",2.06535760147902e-05,1.33394480381646e-05
"1166",4.61335471538482e-06,3.29724259726473e-06
"1167",2.28630991056069e-06,1.85027162838002e-06
"1168",1.09489545689898e-05,8.23029290702683e-06
"1169",1.19251389533006e-05,8.55543229316475e-06
"1170",6.67933666822002e-06,5.01104080922777e-06
"1171",7.53229312831944e-06,5.67263824120877e-06
"1172",6.79430388266906e-06,5.07839741779937e-06
"1173",7.8453737932385e-06,6.23927787151097e-06
"1174",3.00883269819285e-06,2.56493151424322e-06
"1175",3.72535911280245e-06,3.06067355359967e-06
"1176",5.17415628115034e-06,4.32667939371313e-06
"1177",9.79208269290017e-06,7.39489726189344e-06
"1178",4.03966947834511e-06,3.28699826776019e-06
"1179",1.09191682700426e-05,7.93568077797715e-06
"1180",5.88906757316933e-06,4.49934402329056e-06
"1181",2.46455983187842e-06,2.20572081564384e-06
"1182",4.81917415335161e-06,3.71077234121825e-06
"1183",7.48103050832769e-06,5.65800235698841e-06
"1184",6.24398208474111e-06,4.64415562619015e-06
"1185",4.0039516118883e-06,3.24212749673613e-06
"1186",1.92011040787935e-06,1.70823056530727e-06
"1187",1.1218867139168e-05,8.87362297878711e-06
"1188",7.09668822744172e-06,5.38169895206032e-06
"1189",1.98721999110911e-06,1.76365029892929e-06
"1190",1.25583107392167e-05,9.23440013550886e-06
"1191",3.57693213852247e-06,2.96755951475097e-06
"1192",7.50663631632008e-06,5.63778178287639e-06
"1193",6.97130715083967e-06,5.05471144331047e-06
"1194",3.58139120159407e-06,2.98904153951049e-06
"1195",2.56003982194617e-05,1.77769246891731e-05
"1196",6.96916219047675e-06,5.26994191223385e-06
"1197",3.73952509454321e-06,2.88451630810454e-06
"1198",1.44573463440382e-05,1.0844384526817e-05
"1199",2.51403267790969e-05,1.76114032278403e-05
"1200",6.60804296804951e-06,4.89835226791487e-06
"1201",7.14313718434538e-06,5.02617633477428e-06
"1202",2.67177876854111e-06,2.344833077149e-06
"1203",9.98910430801297e-06,6.91518285938555e-06
"1204",1.46807957496513e-05,1.00291743294791e-05
"1205",4.79028858203251e-06,3.86000931365768e-06
"1206",6.79263882054677e-06,5.55043567714936e-06
"1207",6.73585239100046e-06,5.12843161026909e-06
"1208",6.37178244657762e-06,4.84803202613314e-06
"1209",5.82328147133345e-06,4.70088549384213e-06
"1210",3.98651331894864e-06,3.36920087037648e-06
"1211",1.05779146686604e-05,7.42933953072372e-06
"1212",8.79900802816518e-06,7.38766548300974e-06
"1213",4.23629876325227e-06,3.30488657394725e-06
"1214",4.88390204697329e-06,3.68616906294861e-06
"1215",2.21806817071843e-06,1.85721588787362e-06
"1216",2.64632663239294e-06,2.16708584087435e-06
"1217",2.54105599865765e-06,2.1295483226001e-06
"1218",5.5774787457837e-06,4.2219499376012e-06
"1219",4.63604237092249e-06,3.75517289803095e-06
"1220",5.0101695663881e-06,3.93340805665982e-06
"1221",9.06292200103459e-06,6.76771586476406e-06
"1222",1.56305070490737e-06,1.3552385085452e-06
"1223",2.50114431944367e-06,1.94701730975229e-06
"1224",4.59119199900281e-06,3.52606986434724e-06
"1225",5.40045236598026e-06,4.30390527474121e-06
"1226",5.77706950979096e-06,4.5628357088516e-06
"1227",7.61451759178587e-06,5.6230920139951e-06
"1228",7.84434526158283e-06,6.02506344177396e-06
"1229",2.14697485657656e-06,1.9849256234091e-06
"1230",4.34528578996739e-06,3.3335204436558e-06
"1231",4.7582350433041e-06,3.60069562514601e-06
"1232",2.62438815487876e-06,2.11985754142898e-06
"1233",5.20725243255291e-06,4.11588790875845e-06
"1234",1.04879715535813e-05,7.82205383104705e-06
"1235",1.12954209606797e-05,8.16155055049517e-06
"1236",4.36597855253775e-06,3.55332959329852e-06
"1237",7.34255435562891e-06,5.70041527370228e-06
"1238",7.26498058612908e-06,5.77233051470157e-06
"1239",8.22265319341327e-06,6.22417537303222e-06
"1240",7.44600376438538e-06,5.2120925889442e-06
"1241",4.71183258078623e-06,3.64667615652312e-06
"1242",1.81570917638573e-06,1.65066012650325e-06
"1243",8.61747140752649e-06,6.09549919951102e-06
"1244",6.75659495762473e-06,4.90941224426662e-06
"1245",6.95670800519105e-06,4.95528183657705e-06
"1246",6.51141676055731e-06,4.90690673118989e-06
"1247",3.00705108424918e-06,2.53833429616251e-06
"1248",3.75424520765731e-06,2.86582407578022e-06
"1249",1.45296376484177e-05,1.10221864869651e-05
"1250",1.17409192654958e-05,8.38531330385082e-06
"1251",5.43285722639249e-06,4.20370049449641e-06
"1252",8.32650128874245e-06,6.86280453068381e-06
"1253",3.44646251356973e-06,3.10203609323551e-06
"1254",3.04599822316249e-06,2.55924854812548e-06
"1255",8.33200583865931e-06,6.09431869965557e-06
"1256",7.90714260359153e-06,5.90959314971548e-06
"1257",4.98129667191844e-06,3.99022109275318e-06
"1258",4.78821626524834e-06,3.68757248128954e-06
"1259",3.15423366898324e-06,2.47312849350186e-06
"1260",7.31265765686433e-06,5.21574815204489e-06
"1261",5.28408539901589e-06,3.96733029181757e-06
"1262",8.34754356221675e-06,6.08582388133848e-06
"1263",7.16921377135279e-06,5.22610515829991e-06
"1264",7.05720118009757e-06,5.20751991689947e-06
"1265",4.56819387964846e-06,3.43225134234679e-06
"1266",8.69401460581959e-06,6.69736765301802e-06
"1267",5.83447319842363e-06,4.68161129899526e-06
"1268",5.34289662676776e-06,3.99170928291166e-06
"1269",6.53229987889924e-06,4.78154662694967e-06
"1270",1.08698845947125e-06,9.32937289169362e-07
"1271",2.92630799983576e-06,2.40512931070927e-06
"1272",3.58899861710378e-06,2.89185774491553e-06
"1273",4.74337762521554e-06,4.09571911532962e-06
"1274",2.11668285209007e-05,1.53862370812887e-05
"1275",3.34835516132762e-06,2.96611829854726e-06
"1276",4.54418097706124e-06,3.79472252308992e-06
"1277",4.65454206567145e-06,3.65684180389791e-06
"1278",2.54737328485058e-06,2.04280505066525e-06
"1279",4.80709372639148e-06,3.71860114612628e-06
"1280",3.27361742651377e-06,2.50546817573554e-06
"1281",1.25667617249559e-05,8.83312722730596e-06
"1282",4.06153338991519e-06,3.28250929590883e-06
"1283",2.19247380205145e-06,1.95584112485603e-06
"1284",1.63033421543147e-06,1.4486471476817e-06
"1285",2.81082123103034e-06,2.18919778756206e-06
"1286",1.29194416378962e-05,9.8896876879481e-06
"1287",5.76045773244496e-06,4.48996387410528e-06
"1288",2.89100364791016e-06,2.40085448374698e-06
"1289",4.27141058357882e-06,3.63001542316346e-06
"1290",7.55030981289063e-06,5.97034000045426e-06
"1291",2.43266704009499e-06,2.01585117278444e-06
"1292",4.27704732205378e-06,3.29042456950119e-06
"1293",4.96626292625867e-06,3.94986027264121e-06
"1294",6.31696188930886e-06,5.2603008121966e-06
"1295",9.62358626304004e-07,9.69505776483162e-07
"1296",8.96501079059104e-06,6.88547048861082e-06
"1297",6.47882613902769e-06,4.79500678193703e-06
"1298",2.93924368689635e-06,2.32986081637287e-06
"1299",9.86018526700516e-06,7.41230957693326e-06
"1300",5.62440128026241e-06,4.51359135074362e-06
"1301",5.42335894347889e-06,4.27018320813984e-06
"1302",4.20504539943477e-06,3.53344162278652e-06
"1303",1.03098244151222e-05,7.50200590526729e-06
"1304",7.00908066905366e-06,5.02929080870491e-06
"1305",3.5443843578028e-06,3.03152189169739e-06
"1306",7.83567906770603e-06,6.12420312967708e-06
"1307",9.4657848878379e-06,6.90267351249619e-06
"1308",2.20361144128841e-05,1.59303607019665e-05
"1309",1.14204944827684e-05,8.51042830668857e-06
"1310",4.9193308412302e-06,3.93620926737283e-06
"1311",4.30629710721686e-06,3.21379442056115e-06
"1312",2.05540796485795e-06,1.73022660248398e-06
"1313",6.25036413058194e-06,4.89091390202929e-06
"1314",5.33586881976936e-06,4.16266676891184e-06
"1315",6.73705533375866e-06,5.18666617078041e-06
"1316",1.02378137798268e-05,7.74661998068127e-06
"1317",4.44147853411126e-06,3.38744336955387e-06
"1318",4.01909209968685e-06,3.34010118078022e-06
"1319",1.48766118247285e-05,1.05950470793262e-05
"1320",3.32310054653188e-06,2.74854771726564e-06
"1321",9.91340388753061e-06,7.47710814186747e-06
"1322",2.26528492754882e-06,1.82983836199948e-06
"1323",5.0756134344076e-06,3.89721010000548e-06
"1324",1.52686347396946e-05,1.08699651372443e-05
"1325",4.22471761005577e-06,3.32761321945622e-06
"1326",8.86601693133866e-06,6.57328502409713e-06
"1327",5.74943163960477e-06,4.76761574931019e-06
"1328",4.715042453593e-06,3.45721677327454e-06
"1329",1.35761260996788e-05,9.43338858357721e-06
"1330",4.26230400237088e-06,3.12049137684949e-06
"1331",4.03289946359119e-06,3.0017675185819e-06
"1332",6.76249489025977e-06,4.95898314798454e-06
"1333",5.06003119337578e-06,3.84275524148719e-06
"1334",6.97246002778147e-06,5.18257220879578e-06
"1335",5.86467089525252e-06,4.40741356822646e-06
"1336",7.1371190122331e-06,5.61477219885334e-06
"1337",1.10266216314926e-05,7.93080378157259e-06
"1338",5.64258159515501e-06,4.56561812907296e-06
"1339",4.48242317934288e-06,3.45367555731341e-06
"1340",7.21651396092759e-06,5.54797226702875e-06
"1341",1.65265316887754e-05,1.13318740221146e-05
"1342",6.39302983967593e-06,4.83633906196548e-06
"1343",1.18470126837077e-05,8.82654153602374e-06
"1344",4.09689390049774e-06,3.33421760482364e-06
"1345",4.07427272342308e-06,3.4414633138335e-06
"1346",2.89619081823422e-06,2.41933221804823e-06
"1347",1.15136381460759e-05,8.30474733878151e-06
"1348",7.26294760443442e-06,5.33523485936219e-06
"1349",6.5923278879494e-06,5.05207770925832e-06
"1350",6.3650585840962e-06,4.6051494798725e-06
"1351",1.84733583517631e-05,1.29648903196254e-05
"1352",2.90192841168119e-06,2.35291923708123e-06
"1353",7.95746430246224e-06,6.15822606283306e-06
"1354",8.05053138380412e-06,6.45173031107277e-06
"1355",1.2525302689507e-05,8.98866881820447e-06
"1356",5.74937528678182e-06,4.33910141021492e-06
"1357",9.22681652385561e-06,6.63345516558885e-06
"1358",6.74389801419868e-06,4.94434486873738e-06
"1359",4.85545215856704e-06,3.79587295861011e-06
"1360",5.84778943923809e-06,4.29095924071979e-06
"1361",8.26381531363698e-06,6.00159885903848e-06
"1362",7.39989189786813e-06,5.2797792420099e-06
"1363",8.13123351623018e-06,5.76034511931121e-06
"1364",1.59497656274507e-05,1.16710316435226e-05
"1365",3.35064223161311e-06,2.89395269032696e-06
"1366",9.10124723259215e-06,6.7408365859212e-06
"1367",8.08049200712698e-06,5.82848665334294e-06
"1368",5.87657621692721e-06,4.16973661863498e-06
"1369",5.51844611987867e-06,4.21322776699139e-06
"1370",6.80777488993181e-06,5.12131309668895e-06
"1371",4.10808715804654e-06,3.21625750567176e-06
"1372",5.39407996256113e-06,4.08521874483224e-06
"1373",6.07902788926907e-06,4.95410000981887e-06
"1374",4.89751275261279e-06,3.95225916422551e-06
"1375",3.94156483405766e-06,3.25326966698626e-06
"1376",1.47647474704798e-05,1.15531455441873e-05
"1377",2.36595222531118e-06,1.96057906692465e-06
"1378",6.09116845587114e-06,4.67174708536918e-06
"1379",2.78934997006914e-06,2.28315527040601e-06
"1380",5.98996579162066e-06,4.57116589410111e-06
"1381",6.45113036669321e-06,4.7707581979999e-06
"1382",1.34833204382672e-05,9.66689129557917e-06
"1383",8.36344689364551e-06,6.17501565189332e-06
"1384",8.33255318731939e-06,6.13789497040242e-06
"1385",4.09999380524484e-06,3.27753695657401e-06
"1386",3.79445543631346e-06,2.91463619685825e-06
"1387",6.41695362848652e-06,4.75980912797258e-06
"1388",7.43648524254541e-06,5.43040237259497e-06
"1389",4.92831421907296e-06,4.19878444422733e-06
"1390",5.75363898312999e-06,4.36972621184765e-06
"1391",1.03004697873317e-05,7.37301788743937e-06
"1392",1.5794502436038e-05,1.18561241327298e-05
"1393",4.73903487551354e-06,3.67328637358983e-06
"1394",3.43385685853374e-06,2.79195314222972e-06
"1395",6.9916806883803e-06,5.35962760447327e-06
"1396",8.57864044320566e-06,6.65713416132911e-06
