"","Ia",""
"2395",3.60939445236454e-05,5.11258202273362e-05
"2396",2.10704253518304e-05,2.98458528765148e-05
"2397",2.33307921025503e-05,3.30475115965819e-05
"2398",1.59208130720034e-05,2.25517427514009e-05
"2399",4.38752297293666e-05,6.21477056192846e-05
"2400",3.98914445447163e-05,5.65048536222209e-05
"2401",3.62120673674097e-05,5.12931370974911e-05
"2402",2.31143142787607e-05,3.27408759611876e-05
"2403",3.21650578978683e-05,4.55607809152747e-05
"2404",1.84061359558785e-05,2.60720469262655e-05
"2405",2.64111269115205e-05,3.74106411170437e-05
"2406",3.2024166987081e-05,4.53612134030736e-05
"2407",1.59242053420355e-05,2.25565478841225e-05
"2408",2.65529366698846e-05,3.76115107491811e-05
"2409",2.59512552705684e-05,3.67592455840445e-05
"2410",3.24200748549069e-05,4.59220043582059e-05
"2411",3.55077300717803e-05,5.0295515012481e-05
"2412",4.00527578136109e-05,5.6733348043553e-05
"2413",4.81104671975111e-05,6.81467383479722e-05
"2414",3.57063736704996e-05,5.05768870768962e-05
"2415",3.24224279682051e-05,4.59253374686748e-05
"2416",1.59317045427877e-05,2.25671704626618e-05
"2417",2.08909469098715e-05,2.95916251705441e-05
"2418",3.61530459596474e-05,5.12095353370652e-05
"2419",2.33341032209326e-05,3.30522017161963e-05
"2420",4.74760175170677e-05,6.72480607890142e-05
"2421",3.2103514198976e-05,4.54736062152191e-05
"2422",2.67097762098417e-05,3.78336696232903e-05
"2423",5.69199023472092e-05,8.06249316032892e-05
"2424",2.0840403128872e-05,2.95200308908258e-05
"2425",3.99464057001919e-05,5.65827042061257e-05
"2426",5.72789433397411e-05,8.11334997904679e-05
"2427",4.79868784243806e-05,6.79716793353683e-05
"2428",6.20460611410983e-05,8.78859261478422e-05
"2429",3.63345215332546e-05,5.14666376489872e-05
"2430",2.37106469580276e-05,3.3585566869124e-05
"2431",3.95333065653632e-05,5.59975632697715e-05
"2432",4.79363384116949e-05,6.7900088432879e-05
"2433",3.60781727233491e-05,5.11034800264562e-05
"2434",3.24941861269114e-05,4.60269806281344e-05
"2435",2.9470718319491e-05,4.17443910482058e-05
"2436",2.87740294895214e-05,4.07575521580104e-05
"2437",3.57817105955004e-05,5.06835993309356e-05
"2438",3.27705045416164e-05,4.64183769138549e-05
"2439",2.10848156411569e-05,2.98662364397628e-05
"2440",1.80513846128305e-05,2.55695463774311e-05
"2441",4.33783445485463e-05,6.14438855486858e-05
"2442",2.66446112205629e-05,3.77413652190132e-05
"2443",3.24521468327442e-05,4.59674332991771e-05
"2444",2.03777805196695e-05,2.88647349611349e-05
"2445",2.33467121511554e-05,3.30700619628321e-05
"2446",2.12464903375153e-05,3.00952454793334e-05
"2447",3.59675606738432e-05,5.09468019445449e-05
"2448",2.29352297556943e-05,3.24872070369875e-05
"2449",2.58897549220524e-05,3.66721319858757e-05
"2450",4.80713790513968e-05,6.80913714073967e-05
"2451",4.37194081581479e-05,6.19269899445122e-05
"2452",2.01829611461846e-05,2.85887770926466e-05
"2453",3.91938346770744e-05,5.55167130561267e-05
"2454",2.03970544116345e-05,2.8892036055285e-05
"2455",2.60677578493224e-05,3.69242682833971e-05
"2456",4.74283078157404e-05,6.71804817419583e-05
"2457",3.94578940474072e-05,5.58907440404324e-05
"2458",4.81592290149207e-05,6.82158076928491e-05
"2459",2.96590209533047e-05,4.20111160970043e-05
"2460",0.000101500620430514,0.000143771742264831
"2461",2.07740024427757e-05,2.94259756133883e-05
"2462",2.93204390145135e-05,4.1531524907447e-05
"2463",2.3748481410562e-05,3.36391584615894e-05
"2464",3.57046411537591e-05,5.05744330244325e-05
"2465",1.85771167022447e-05,2.6314238864844e-05
"2466",2.96610916706221e-05,4.20140492061507e-05
"2467",4.38779487834744e-05,6.21515570618934e-05
"2468",3.27766786614739e-05,4.64271223591764e-05
"2469",2.34505624098329e-05,3.32171633583418e-05
"2470",5.22142171176149e-05,7.39595241531953e-05
"2471",3.2754105393577e-05,4.63951480398175e-05
"2472",4.32725635107139e-05,6.12940504938585e-05
"2473",5.25298834976668e-05,7.44066539530467e-05
"2474",1.3880587522812e-05,1.96619131183341e-05
"2475",2.9734692117551e-05,4.2118302037886e-05
"2476",2.65674802635376e-05,3.76321113491813e-05
"2477",3.20839793173306e-05,4.54459356741655e-05
"2478",5.2641542470545e-05,7.45648147745164e-05
"2479",3.22658012142476e-05,4.57034806320479e-05
"2480",2.02791782563358e-05,2.87250667662606e-05
"2481",2.01762794326676e-05,2.85793125747464e-05
"2482",3.93842542799759e-05,5.57864358512337e-05
"2483",1.82879466136173e-05,2.59046333013421e-05
"2484",1.83481104581574e-05,2.59898545840304e-05
"2485",2.37491453053869e-05,3.36400988526484e-05
"2486",1.77354888031517e-05,2.51220841463823e-05
"2487",2.30434834884956e-05,3.26405458486503e-05
"2488",2.6523253889002e-05,3.75694659064959e-05
"2489",6.19628872821395e-05,8.77681135031979e-05
"2490",2.59639124860874e-05,3.67771741818055e-05
"2491",3.2254451196363e-05,4.5687403691194e-05
"2492",4.34103035871536e-05,6.14891543831791e-05
"2493",3.54561491109393e-05,5.02224522936433e-05
"2494",4.3924373792448e-05,6.22173164217556e-05
"2495",2.07554591843154e-05,2.93997094490625e-05
"2496",3.55312312958028e-05,5.03288037162257e-05
"2497",5.18471456786179e-05,7.34395809773901e-05
"2498",3.20272959128329e-05,4.53656454272821e-05
"2499",4.81405206401643e-05,6.81893079589097e-05
"2500",5.18422479828035e-05,7.34326435716042e-05
"2501",5.72633896354709e-05,8.11114685480171e-05
"2502",3.99149873557275e-05,5.65382012076892e-05
"2503",3.92359114237002e-05,5.55763133153225e-05
"2504",2.29983295192416e-05,3.25765863360775e-05
"2505",3.96520345009273e-05,5.61657374873632e-05
"2506",2.09562841275965e-05,2.96841740637695e-05
"2507",5.18447080337852e-05,7.34361281432398e-05
"2508",4.36989759373984e-05,6.18980484352321e-05
"2509",4.74399775252584e-05,6.71970114587048e-05
"2510",5.22303542466958e-05,7.39823818021991e-05
"2511",3.96234613909548e-05,5.61252646539586e-05
"2512",3.28985951703514e-05,4.65998132346809e-05
"2513",4.0050642096471e-05,5.67303512031874e-05
"2514",3.25039078995088e-05,4.60407512111728e-05
"2515",2.31430645508308e-05,3.27816000307544e-05
"2516",2.32641256430474e-05,3.29530801588038e-05
"2517",5.69563391344633e-05,8.06765429548825e-05
"2518",2.93118561948857e-05,4.15193676001497e-05
"2519",4.76854087388225e-05,6.75446557753556e-05
"2520",3.55431846888731e-05,5.03457353007429e-05
"2521",3.23957266070358e-05,4.58875158361606e-05
"2522",3.98786502106779e-05,5.64867308861963e-05
"2523",4.33378525155548e-05,6.13865300329621e-05
"2524",3.20962784329112e-05,4.54633569817911e-05
"2525",3.22922732670888e-05,4.57409774564835e-05
"2526",5.70129604810942e-05,8.07567449827263e-05
"2527",4.37306928354926e-05,6.19429742860076e-05
"2528",2.04593995066361e-05,2.89803466726064e-05
"2529",3.9627597064231e-05,5.61311226937723e-05
"2530",2.64274024185066e-05,3.74336949250472e-05
"2531",3.56108771334863e-05,5.04416194017057e-05
"2532",3.99474515032312e-05,5.65841855498122e-05
"2533",3.22324599127435e-05,4.56562537344683e-05
"2534",2.97320528694063e-05,4.21145636218272e-05
"2535",2.37800229500816e-05,3.36838362940313e-05
"2536",3.56700225698024e-05,5.05253969492068e-05
"2537",4.34596386408981e-05,6.15590357212241e-05
"2538",4.8156997920082e-05,6.82126474279741e-05
"2539",7.35370909483127e-05,0.000104162509145298
"2540",2.6492329770158e-05,3.75256627427157e-05
"2541",3.24355360704725e-05,4.59439046804349e-05
"2542",2.2927229743823e-05,3.24758752123666e-05
"2543",3.93481986965011e-05,5.57353643616184e-05
"2544",2.61063292419463e-05,3.69789036004044e-05
"2545",2.66630492524772e-05,3.77674821817976e-05
"2546",4.78729561148877e-05,6.78103097398029e-05
"2547",3.25250897469167e-05,4.60707546272995e-05
"2548",1.8028901820979e-05,2.5537699801525e-05
"2549",4.39149008929725e-05,6.22038983994651e-05
"2550",3.2310600897917e-05,4.57669379650961e-05
"2551",2.60731086974239e-05,3.69318476125956e-05
"2552",3.57412951637375e-05,5.06263522131005e-05
"2553",2.57586337002812e-05,3.64864023806668e-05
"2554",2.64759220014753e-05,3.75024215896627e-05
"2555",4.34025506544112e-05,6.14781726314009e-05
"2556",3.20509908183512e-05,4.53992085103438e-05
"2557",3.59144662807888e-05,5.08716433537382e-05
"2558",2.67267221424087e-05,3.78576730668664e-05
"2559",4.75457754970708e-05,6.73468704163055e-05
"2560",3.28738352890819e-05,4.65647416466128e-05
"2561",3.234416630366e-05,4.58144822993025e-05
"2562",2.92520342126112e-05,4.14346315514872e-05
"2563",2.9696594052277e-05,4.2064337267913e-05
"2564",4.73909007098283e-05,6.71274959444583e-05
"2565",4.38526254535774e-05,6.21156874734542e-05
"2566",3.95325663172992e-05,5.59965147339325e-05
"2567",4.8113822692207e-05,6.81514912844459e-05
"2568",1.53352954605457e-05,2.17223586462574e-05
"2569",3.22721983606858e-05,4.57125419873677e-05
"2570",3.63023303640011e-05,5.14210399311015e-05
"2571",3.56137017794719e-05,5.04456204189919e-05
"2572",3.62736339517369e-05,5.13803447671652e-05
"2573",3.28157236355893e-05,4.6482428328976e-05
"2574",3.56052705101608e-05,5.04336778058543e-05
"2575",3.97665752353645e-05,5.63279805199621e-05
"2576",3.62034218714351e-05,5.12808910547586e-05
"2577",4.00895115375375e-05,5.6785406599734e-05
"2578",4.3329857447117e-05,6.13752053046172e-05
"2579",2.63158853846472e-05,3.72757341136626e-05
"2580",3.94348707866439e-05,5.58581323860919e-05
"2581",1.84518571038579e-05,2.61368103209891e-05
"2582",3.20817004426881e-05,4.54427077204217e-05
"2583",2.35314092078754e-05,3.33316809045718e-05
"2584",3.92499210888131e-05,5.5596157522384e-05
"2585",6.7543384756964e-05,9.56726633787018e-05
"2586",3.24621872019628e-05,4.5981655164229e-05
"2587",2.10530919446074e-05,2.98213004442767e-05
"2588",3.27671042451212e-05,4.64135605015145e-05
"2589",3.64364910327813e-05,5.16110740452963e-05
"2590",2.9425080425997e-05,4.16797463370674e-05
"2591",3.24699098081708e-05,4.59925939913744e-05
"2592",4.38215029736376e-05,6.20716035957525e-05
"2593",1.77668575652612e-05,2.51665175841491e-05
"2594",3.5713929035309e-05,5.05875890004e-05
"2595",5.24453762733035e-05,7.42869525828152e-05
"2596",5.18525424372707e-05,7.34472252873103e-05
"2597",2.65152001886611e-05,3.75580580614802e-05
"2598",1.87230037451956e-05,2.65208859034743e-05
"2599",2.10723756243436e-05,2.98486153993712e-05
"2600",3.2553370576918e-05,4.61108135274994e-05
"2601",2.33109245184893e-05,3.30193696412204e-05
"2602",2.38402911608483e-05,3.37692047656253e-05
"2603",3.22177825660867e-05,4.5635463737806e-05
"2604",3.24037534703029e-05,4.58988856337807e-05
"2605",1.81535452289323e-05,2.5714255531205e-05
"2606",6.8049234316194e-05,9.6389180126445e-05
"2607",2.97347475308284e-05,4.2118380529136e-05
"2608",3.63056779473213e-05,5.14257816712533e-05
"2609",5.70751602726945e-05,8.08448486699142e-05
"2610",3.99658168563695e-05,5.66101994347124e-05
"2611",3.29777435351897e-05,4.67119243882241e-05
"2612",3.91841890533076e-05,5.55030503630158e-05
"2613",2.31551482226731e-05,3.27987162615639e-05
"2614",2.59677624881393e-05,3.67826276038521e-05
"2615",4.75595628312367e-05,6.73663996708625e-05
"2616",2.64741884503813e-05,3.7499966062218e-05
"2617",2.38663518310865e-05,3.38061190784503e-05
"2618",4.78253469987487e-05,6.77428731770224e-05
"2619",3.57893279542083e-05,5.06943890667551e-05
"2620",1.77790067696773e-05,2.51837267718835e-05
"2621",2.66048107657703e-05,3.76849889743635e-05
"2622",2.34178625164095e-05,3.31708447452303e-05
"2623",1.61910334840755e-05,2.29345085310581e-05
"2624",3.20782324221368e-05,4.54377953791669e-05
"2625",2.94051474218545e-05,4.16515118328809e-05
"2626",2.12333750406641e-05,3.00766679186205e-05
"2627",3.24833725646799e-05,4.60116635596547e-05
"2628",2.89978304775341e-05,4.10745595637899e-05
"2629",3.94377227059421e-05,5.58621720313572e-05
"2630",4.33606885089958e-05,6.14188764004912e-05
"2631",3.26716323966329e-05,4.62783276506828e-05
"2632",3.95374716970576e-05,5.60034630350918e-05
"2633",2.3843567228143e-05,3.37738452361837e-05
"2634",3.98163297072372e-05,5.63984560266565e-05
"2635",4.32184713124317e-05,6.12174308304795e-05
"2636",4.36204297774396e-05,6.17867906112311e-05
"2637",2.10657075609422e-05,2.98391702180243e-05
"2638",3.62430576337607e-05,5.13370344843864e-05
"2639",3.96384852008898e-05,5.61465453671113e-05
"2640",3.29300869462634e-05,4.66444203384434e-05
"2641",3.92677326878334e-05,5.5621387037604e-05
"2642",1.77151531228797e-05,2.50932789233677e-05
"2643",2.59721199928282e-05,3.67887998894293e-05
"2644",4.00738223343989e-05,5.67631833905988e-05
"2645",2.92821455986722e-05,4.14772834292344e-05
"2646",2.94332700536584e-05,4.1691346699704e-05
"2647",2.10781210148248e-05,2.98567536325684e-05
"2648",3.6000326383211e-05,5.09932134208321e-05
"2649",2.37148093992549e-05,3.35914628670576e-05
"2650",2.09033593356157e-05,2.96092071293513e-05
"2651",1.53749274212859e-05,2.17784970928265e-05
"2652",3.26363950958204e-05,4.62284151297331e-05
"2653",3.22722550908476e-05,4.5712622343845e-05
"2654",2.06948712839739e-05,2.93138878680828e-05
"2655",2.93378268270795e-05,4.15561542238905e-05
"2656",2.95739120059098e-05,4.18905618185688e-05
"2657",2.01765744763206e-05,2.85797304983717e-05
"2658",2.35001280342799e-05,3.32873718740494e-05
"2659",3.24557529224003e-05,4.59725412109813e-05
"2660",5.67131327383408e-05,8.03320501553783e-05
"2661",3.2849390412868e-05,4.65301162532513e-05
"2662",2.10618938607037e-05,2.98337681862461e-05
"2663",3.93643502867443e-05,5.57582425317567e-05
"2664",6.77495596937307e-05,9.59647023712417e-05
"2665",2.93754999899615e-05,4.1609517132337e-05
"2666",3.973348044511e-05,5.62811028818321e-05
"2667",3.28859130599557e-05,4.65818494267432e-05
"2668",3.28944091160034e-05,4.65938838212013e-05
"2669",4.78032356640054e-05,6.77115532841699e-05
"2670",3.55441881480812e-05,5.03471566674036e-05
"2671",3.93983495027456e-05,5.58064012478347e-05
"2672",3.57003942411879e-05,5.05684174137236e-05
"2673",3.95043606277705e-05,5.59565623480174e-05
"2674",3.6419798996027e-05,5.15874303317389e-05
"2675",3.95534774623894e-05,5.60261346493843e-05
"2676",1.59679858393816e-05,2.2618562728594e-05
"2677",2.6281240340144e-05,3.72266603609297e-05
"2678",2.9276559756574e-05,4.14693712509706e-05
"2679",1.63278640279859e-05,2.3128328258879e-05
"2680",4.35915798314335e-05,6.17459256953518e-05
"2681",2.63648554856323e-05,3.73450989148995e-05
"2682",4.39753931573058e-05,6.22895835218274e-05
"2683",3.9265461998707e-05,5.56181706848319e-05
"2684",2.65765812003964e-05,3.76450025748431e-05
"2685",3.95277377129913e-05,5.59896751825504e-05
"2686",3.92675669959598e-05,5.5621152340784e-05
"2687",1.84419260016512e-05,2.61227430475509e-05
"2688",1.80017557667821e-05,2.54992477763191e-05
"2689",4.00840428136944e-05,5.67776603431154e-05
"2690",3.26437075181502e-05,4.6238772944441e-05
"2691",2.31272413297949e-05,3.27591868183644e-05
"2692",5.74520750673329e-05,8.13787344299174e-05
"2693",3.64160212945306e-05,5.15820793435175e-05
"2694",2.33260093381454e-05,3.30407369257431e-05
"2695",2.90014579504394e-05,4.1079697770665e-05
"2696",3.59724435616869e-05,5.09537183836515e-05
"2697",4.39498125028606e-05,6.22533494424886e-05
"2698",2.37655013588708e-05,3.3663266809196e-05
"2699",1.84891787957043e-05,2.61896759980907e-05
"2700",6.73769962673326e-05,9.54369803813322e-05
"2701",3.63128470099435e-05,5.14359364094147e-05
"2702",1.55104381192888e-05,2.19704472244242e-05
"2703",2.66655764389518e-05,3.77710618716138e-05
"2704",3.56354296027118e-05,5.04763971594542e-05
"2705",4.7752455907135e-05,6.76396256250882e-05
"2706",3.61974105999518e-05,5.12723762988989e-05
"2707",2.39352759485107e-05,3.39037484336003e-05
"2708",2.96339338120549e-05,4.1975580911763e-05
"2709",3.91721792851372e-05,5.54860389409685e-05
"2710",4.36822973321298e-05,6.1874423787902e-05
"2711",3.28734593507779e-05,4.65642091419052e-05
"2712",4.78622413055644e-05,6.77951326063142e-05
"2713",1.07704389825325e-05,1.52565161720136e-05
"2714",1.80818133929006e-05,2.56126483398811e-05
"2715",2.59989736283983e-05,3.68268373258358e-05
"2716",3.21153630823368e-05,4.54903897831732e-05
"2717",3.92118395351767e-05,5.55422163161321e-05
"2718",1.58632815962287e-05,2.24702497164906e-05
"2719",4.81404704401112e-05,6.81892368523561e-05
"2720",2.32383795733389e-05,3.29166114697596e-05
"2721",2.95178612295634e-05,4.1811167570313e-05
"2722",2.35837947923494e-05,3.34058838257939e-05
"2723",1.86594565336341e-05,2.6430872131628e-05
"2724",3.25589436491426e-05,4.61187076078399e-05
"2725",2.96190505540411e-05,4.19544992219345e-05
"2726",7.97722343034685e-05,0.000112994342693521
"2727",3.54833002917646e-05,5.02609110400093e-05
"2728",2.36905942935444e-05,3.35571627519432e-05
"2729",1.35362520416037e-05,1.91741603988894e-05
"2730",4.76759240715874e-05,6.75312210927802e-05
"2731",2.95221927195097e-05,4.18173029962701e-05
"2732",3.24383146971953e-05,4.59478405171959e-05
"2733",2.0162363599776e-05,2.85596010667084e-05
"2734",3.57858931400282e-05,5.06895237664568e-05
"2735",3.25323613360481e-05,4.6081054603051e-05
"2736",4.38186843951903e-05,6.20676111802892e-05
"2737",3.25803253146573e-05,4.61489940600215e-05
"2738",4.77168764265035e-05,6.75892285984658e-05
"2739",3.5480085657399e-05,5.02563576171379e-05
"2740",3.9663020366971e-05,5.61812985909788e-05
"2741",3.55041148223924e-05,5.02903941317264e-05
"2742",3.99335297798807e-05,5.65644659121464e-05
"2743",1.77455379358942e-05,2.51363186103903e-05
"2744",3.95669334105501e-05,5.60451945356459e-05
"2745",3.26342443861787e-05,4.62253687176205e-05
"2746",3.62860050999609e-05,5.13979157389412e-05
"2747",2.58697680205131e-05,3.66438210894435e-05
"2748",2.05727722408452e-05,2.91409369484778e-05
"2749",3.61546063642474e-05,5.12117455956276e-05
"2750",4.40162076326597e-05,6.23473957619335e-05
"2751",2.89082308757637e-05,4.09476444077445e-05
"2752",2.65144343877317e-05,3.7556973325527e-05
"2753",3.61754093596556e-05,5.12412123112981e-05
"2754",2.59871798012151e-05,3.68101316939203e-05
"2755",2.96152335827909e-05,4.19490925963214e-05
"2756",4.81190163834139e-05,6.81588479595728e-05
"2757",2.62367924041898e-05,3.71637010820242e-05
"2758",4.78385429973844e-05,6.77615648239887e-05
"2759",2.03716863629875e-05,2.88561027063745e-05
"2760",2.90325355741081e-05,4.11237182950823e-05
"2761",1.78416500939787e-05,2.52724602135096e-05
"2762",3.28336882421203e-05,4.65078746254436e-05
"2763",5.25755218112087e-05,7.4471298942868e-05
"2764",5.20341222921913e-05,7.37044264654906e-05
"2765",2.05061167777885e-05,2.90465207801191e-05
"2766",3.96839239014894e-05,5.62109077328068e-05
"2767",4.38726819202488e-05,6.21440967390612e-05
"2768",2.92809927567517e-05,4.14756504631347e-05
"2769",3.58218872857002e-05,5.07405082793148e-05
"2770",4.74189811868788e-05,6.71672709132669e-05
"2771",7.34951543665648e-05,0.000104103107575624
"2772",3.91591021330192e-05,5.546751560641e-05
"2773",2.91017790160763e-05,4.12217995596106e-05
"2774",3.61289406066416e-05,5.11753909489901e-05
"2775",3.2998556733133e-05,4.67414056243482e-05
"2776",3.91647925606167e-05,5.54755759006705e-05
"2777",2.95099266403728e-05,4.17999284620424e-05
"2778",2.59178702960411e-05,3.67119566688092e-05
"2779",2.03570141858209e-05,2.88353198519121e-05
"2780",5.26163307178306e-05,7.45291032556509e-05
"2781",2.95656198089429e-05,4.1878816169579e-05
"2782",3.58098553166641e-05,5.0723465394459e-05
"2783",2.2905389091445e-05,3.24449384529735e-05
"2784",1.34052415378353e-05,1.89885834456742e-05
"2785",3.25415625850217e-05,4.6094087880869e-05
"2786",2.88418060744832e-05,4.08535556634533e-05
"2787",2.28928142708411e-05,3.24271265216816e-05
"2788",1.82667193172903e-05,2.58745651192654e-05
"2789",2.08159949601822e-05,2.94854571958218e-05
"2790",6.2325541971074e-05,8.82818002360729e-05
"2791",4.77102403027461e-05,6.7579828773058e-05
"2792",3.59802789802293e-05,5.0964816978772e-05
"2793",1.56668036721761e-05,2.21919398814603e-05
"2794",3.20263148666333e-05,4.53642558064183e-05
"2795",3.21991437225442e-05,4.56090624062861e-05
"2796",3.21766593200374e-05,4.55772139623078e-05
"2797",2.6297860058775e-05,3.72502017352987e-05
"2798",2.05460158242946e-05,2.9103037004412e-05
"2799",2.30723427382406e-05,3.26814242825161e-05
"2800",6.79169976105047e-05,9.6201871840484e-05
"2801",6.24660648280499e-05,8.84808455789402e-05
"2802",3.2796946677843e-05,4.64558313627388e-05
"2803",2.57201588740398e-05,3.64319038471767e-05
"2804",5.26398925444189e-05,7.45624777149462e-05
"2805",2.589651952844e-05,3.66817138675221e-05
"2806",4.73447109918192e-05,6.70620698980469e-05
"2807",2.94282493536605e-05,4.16842350283225e-05
"2808",3.25207507002128e-05,4.60646085050389e-05
"2809",4.77716421208717e-05,6.76668021916357e-05
"2810",1.62326411925277e-05,2.29934456264891e-05
"2811",2.58571036558327e-05,3.66258823651136e-05
"2812",9.30628459407455e-06,1.31826764273067e-05
"2813",2.58581357976507e-05,3.66273443656174e-05
"2814",3.60639130377862e-05,5.1083281682933e-05
"2815",3.29478622583928e-05,4.66695985054404e-05
"2816",3.94858185726619e-05,5.59302981668083e-05
"2817",4.81102475684826e-05,6.81464272514232e-05
"2818",6.73096598237829e-05,9.53416008576466e-05
"2819",3.25131582987116e-05,4.60538541087267e-05
"2820",1.81858139022138e-05,2.5759963677195e-05
"2821",2.89825051864234e-05,4.10528517473001e-05
"2822",3.60160229099484e-05,5.10154469995053e-05
"2823",2.38301666128625e-05,3.37548635868209e-05
"2824",2.96644854799677e-05,4.20188564355822e-05
"2825",2.632764933307e-05,3.72923974230674e-05
"2826",2.65644582905247e-05,3.76278308078846e-05
"2827",3.55256943202413e-05,5.0320960774132e-05
"2828",2.29481433719321e-05,3.25054988641447e-05
"2829",2.92167396125459e-05,4.13846378061286e-05
"2830",5.25679050646143e-05,7.44605101019214e-05
"2831",2.61817528688181e-05,3.70857390937776e-05
"2832",1.53850100794884e-05,2.17927791207204e-05
"2833",2.9277380222459e-05,4.14705334163572e-05
"2834",1.53240722531147e-05,2.17064610368803e-05
"2835",2.668112368714e-05,3.77930841190988e-05
"2836",2.64620147466578e-05,3.74827223457208e-05
"2837",3.5739710169943e-05,5.06241071219923e-05
"2838",6.23168339537669e-05,8.82694656569822e-05
"2839",4.76800575471606e-05,6.75370760090246e-05
"2840",3.55596092775511e-05,5.03690001854328e-05
"2841",4.7525608689516e-05,6.73183048710183e-05
"2842",5.26032078139683e-05,7.45105151457981e-05
"2843",3.26772598624355e-05,4.6286298777824e-05
"2844",3.9653691400847e-05,5.61680844294474e-05
"2845",1.17716802502602e-05,1.66747919301814e-05
"2846",3.21391814203729e-05,4.55241277045401e-05
"2847",2.87655290655934e-05,4.0745511561759e-05
"2848",2.66460815734971e-05,3.77434479333211e-05
"2849",3.23442286602312e-05,4.58145706254108e-05
"2850",2.60826954124918e-05,3.69454269308734e-05
"2851",2.65075447941461e-05,3.75472144057105e-05
"2852",2.38983852873492e-05,3.38514936990594e-05
"2853",2.31223357995366e-05,3.27522382526247e-05
"2854",2.2939721971741e-05,3.24935701530946e-05
"2855",3.23181514771808e-05,4.5777633121491e-05
"2856",4.80519410566517e-05,6.80638381931731e-05
"2857",7.38755561841565e-05,0.000104641932249084
"2858",3.91539754251493e-05,5.54602538016851e-05
"2859",5.24416827777006e-05,7.42817208823501e-05
"2860",3.60267598369999e-05,5.10306554794475e-05
"2861",3.57737106406536e-05,5.06722676603841e-05
"2862",2.93141019508348e-05,4.15225486462828e-05
"2863",1.77118806867099e-05,2.5088643560664e-05
"2864",1.76134461836454e-05,2.49492123830271e-05
"2865",2.33875143330152e-05,3.31278572728342e-05
"2866",2.95186198818593e-05,4.18122421785994e-05
"2867",2.88640963780828e-05,4.08851292118134e-05
"2868",3.26756653109804e-05,4.62840401461721e-05
"2869",5.26795307379127e-05,7.46186237556395e-05
"2870",1.54783937768796e-05,2.19250565959856e-05
"2871",2.08617898317757e-05,2.95503247383336e-05
"2872",2.09059776644173e-05,2.96129159409904e-05
"2873",3.93462852872683e-05,5.57326540834784e-05
"2874",2.63486075604012e-05,3.73220841756756e-05
"2875",2.66413150146043e-05,3.77366962343408e-05
"2876",5.25981969929848e-05,7.45034175024801e-05
"2877",3.55180307139292e-05,5.03101055301708e-05
"2878",2.90209695765741e-05,4.11073354055061e-05
"2879",2.89315551364987e-05,4.09806825254627e-05
"2880",3.97509021384352e-05,5.63057801144132e-05
"2881",1.57282888538416e-05,2.22790332975708e-05
"2882",1.58288908893377e-05,2.24215354863063e-05
"2883",2.59355177360913e-05,3.67369537991717e-05
"2884",3.97988787021854e-05,5.63737372752802e-05
"2885",4.37371615219305e-05,6.1952136948782e-05
"2886",4.81655514835218e-05,6.82247632401861e-05
"2887",3.98391599654451e-05,5.64307943059083e-05
"2888",5.73654067779432e-05,8.12559720282704e-05
"2889",2.66232874730502e-05,3.77111607197842e-05
"2890",5.22700707614307e-05,7.40386387825092e-05
"2891",4.78445821859682e-05,6.77701191126053e-05
"2892",2.59894697416847e-05,3.68133753316302e-05
"2893",2.8915624638711e-05,4.09581174518168e-05
"2894",2.1031649656907e-05,2.97909278631054e-05
"2895",2.66092484940233e-05,3.76912748938384e-05
"2896",3.27394138511523e-05,4.63743379350814e-05
"2897",2.88007846977357e-05,4.07954501102141e-05
"2898",5.24560631196153e-05,7.43020901069449e-05
"2899",3.21390385534169e-05,4.55239253380222e-05
"2900",2.96629637981283e-05,4.20167010187692e-05
"2901",2.38634243774369e-05,3.38019724107401e-05
"2902",3.26711467701087e-05,4.62776397760866e-05
"2903",3.21872049881163e-05,4.55921515671156e-05
"2904",5.18514600758799e-05,7.34456921622534e-05
"2905",2.64496366044259e-05,3.74651890446811e-05
"2906",6.18338452529873e-05,8.75853303192913e-05
"2907",2.96123582035315e-05,4.19450197076012e-05
"2908",2.89141459351683e-05,4.09560229124756e-05
"2909",1.86056053403692e-05,2.63545926388097e-05
"2910",2.33642394313612e-05,3.30948889340132e-05
"2911",2.30095629240378e-05,3.25924981840798e-05
"2912",5.72403883856801e-05,8.10788881348745e-05
"2913",1.79718288320941e-05,2.54568566706381e-05
"2914",3.64099205769825e-05,5.15734378805092e-05
"2915",1.08818281452363e-05,1.54143008338305e-05
"2916",3.990114515542e-05,5.65185942050589e-05
"2917",4.77821872112554e-05,6.76817389245562e-05
"2918",2.5874001690826e-05,3.66498179670252e-05
"2919",3.25558678152994e-05,4.6114350786594e-05
"2920",2.06001851007384e-05,2.91797667316082e-05
"2921",3.92482579416807e-05,5.55938017318774e-05
"2922",4.37536555220526e-05,6.19755001094992e-05
"2923",2.39323027697201e-05,3.38995369973311e-05
"2924",3.57984125450863e-05,5.07072570882539e-05
"2925",2.1237408737845e-05,3.00823815715558e-05
"2926",2.61242787108265e-05,3.7004328529486e-05
"2927",3.57225406604459e-05,5.05997870816042e-05
"2928",2.97063039270366e-05,4.20780910150942e-05
"2929",2.90523396094832e-05,4.11517701188669e-05
"2930",4.77502545026399e-05,6.76365074165342e-05
"2931",3.95926847168823e-05,5.60816703725155e-05
"2932",2.92983946834636e-05,4.15002997718439e-05
