"","IaStar1","EaStar1"
"1012",1.05236091408287e-05,6.83463177443244e-06
"1013",1.36244482613888e-05,8.04088015466026e-06
"1014",1.68030245422671e-05,1.00281485052101e-05
"1015",1.00194786361408e-05,6.78214873008069e-06
"1016",1.80193059410598e-05,1.17378490849784e-05
"1017",1.32285576389354e-05,8.36713641256633e-06
"1018",3.0904386404075e-05,1.85866480924758e-05
"1019",2.9948443404175e-05,1.82983654584823e-05
"1020",5.19476993394184e-06,4.02098731648393e-06
"1021",1.2687900247037e-05,8.17591366018915e-06
"1022",1.03533300416232e-05,7.23614877709057e-06
"1023",4.27649812289467e-06,2.99146055135665e-06
"1024",7.85012062905815e-06,5.48207006555737e-06
"1025",7.51402555512167e-06,5.06505367940892e-06
"1026",1.14706859039404e-05,6.93623534664117e-06
"1027",2.20350552972919e-05,1.35432541654393e-05
"1028",8.20229740532552e-06,5.72279711982308e-06
"1029",1.50772748931055e-05,9.0832707164429e-06
"1030",8.36371581028013e-06,5.7368363260561e-06
"1031",1.02808302189046e-05,6.52898537526023e-06
"1032",6.91826241311958e-06,4.43542974724363e-06
"1033",1.94832182847151e-05,1.21556280351392e-05
"1034",1.06491391803499e-05,6.90936179923577e-06
"1035",4.45746911635926e-06,3.14033107304707e-06
"1036",6.72273962679637e-06,4.58571535367235e-06
"1037",1.46692840759815e-05,9.51612932136655e-06
"1038",6.479352557142e-06,4.56222904395722e-06
"1039",7.9156487729013e-06,5.93494727635862e-06
"1040",1.02742531832754e-05,6.77434598439382e-06
"1041",1.42583078473497e-05,9.73812390662012e-06
"1042",1.08624246542874e-05,7.31314386540294e-06
"1043",1.29218656461933e-05,7.95908587471481e-06
"1044",9.47049998722177e-06,5.85361120111408e-06
"1045",3.35769696234449e-06,2.57351220459018e-06
"1046",1.04469277454492e-05,7.36229971105085e-06
"1047",8.11289081281474e-06,5.65637520379353e-06
"1048",9.39179442302313e-06,6.26243409477463e-06
"1049",5.92955478137969e-06,4.05430024968375e-06
"1050",1.84606643127906e-05,1.2313411473127e-05
"1051",8.37883783400024e-06,5.54405428858264e-06
"1052",1.30159861955743e-05,8.7276063132516e-06
"1053",2.18575260650471e-05,1.34332672956694e-05
"1054",3.28565384192985e-06,2.62486693636318e-06
"1055",1.14831021030601e-05,8.04306048427431e-06
"1056",9.76163746840501e-06,6.32402322826115e-06
"1057",9.45253659365571e-06,6.8373277827105e-06
"1058",2.1372162770215e-05,1.34843889588619e-05
"1059",4.97307346350035e-06,3.7457240632553e-06
"1060",3.46737818151215e-05,2.22362997585477e-05
"1061",2.93277525209025e-05,1.65565603966489e-05
"1062",4.95426640836102e-06,3.62723909514632e-06
"1063",6.80187026758039e-06,4.88863216000389e-06
"1064",9.20960063372273e-06,5.75191524696936e-06
"1065",1.32768524573724e-05,7.94488255377523e-06
"1066",1.72652961859323e-05,1.00508869437446e-05
"1067",1.27195470784633e-05,8.22984349399801e-06
"1068",1.6604877433828e-05,9.66679907972848e-06
"1069",1.32066201850662e-05,8.22558387238043e-06
"1070",9.92243711827089e-06,6.62404086495945e-06
"1071",1.03913715461553e-05,7.30854993313049e-06
"1072",1.67421113417363e-05,1.04236965391798e-05
"1073",1.44158766984958e-05,9.42497381255306e-06
"1074",6.35446659608424e-06,4.27079237557873e-06
"1075",3.18879768420252e-06,2.4033528391344e-06
"1076",1.43640828917578e-05,8.85902720184723e-06
"1077",1.83970444735633e-05,1.08700142328618e-05
"1078",2.1690415661007e-05,1.26179869064883e-05
"1079",1.12564723112006e-05,7.7375002197023e-06
"1080",1.81794642169901e-05,1.19401008934088e-05
"1081",8.18565507262941e-06,5.72027341722323e-06
"1082",1.13210996757578e-05,7.3924697096317e-06
"1083",8.86725436141645e-06,6.02112918032897e-06
"1084",7.78907337948319e-06,5.22311246524122e-06
"1085",1.45540573825903e-05,9.6171105165399e-06
"1086",1.34375494839744e-05,8.48071356145413e-06
"1087",7.52653774792293e-06,5.46555640530054e-06
"1088",6.63733921165972e-06,4.25310500747013e-06
"1089",6.36960728219741e-06,4.41543197889054e-06
"1090",1.44892885208004e-05,9.67354703609484e-06
"1091",3.2929741209166e-06,2.49481980955324e-06
"1092",1.06227119143826e-05,7.3887474269108e-06
"1093",7.02109236938314e-06,4.52070795609013e-06
"1094",8.27238869017354e-06,5.45331345949399e-06
"1095",9.63878658867466e-06,6.30098071194606e-06
"1096",1.56005195716146e-05,8.93505512440448e-06
"1097",4.87061899357987e-06,3.66437526822914e-06
"1098",5.33148456024071e-06,3.81123907483487e-06
"1099",1.25218111715205e-05,7.82471773828667e-06
"1100",8.19620207302198e-06,5.56085878485773e-06
"1101",1.41835152827122e-05,9.52344899038531e-06
"1102",3.44108546095452e-05,2.09748768660449e-05
"1103",4.68370349006814e-06,3.46425105697002e-06
"1104",1.17279758127e-05,7.59950861038562e-06
"1105",9.07596489862096e-06,6.06787033058458e-06
"1106",1.10622922704319e-05,7.51824033165994e-06
"1107",2.28068247384897e-05,1.40321953598637e-05
"1108",5.7390405201813e-05,3.50932833759497e-05
"1109",8.50723478579462e-06,5.59214998753699e-06
"1110",3.54891321480764e-06,2.443220280997e-06
"1111",6.97377115125925e-06,4.62507724392166e-06
"1112",6.2707392280295e-06,4.35992570674685e-06
"1113",1.47041702352976e-05,9.94140509145697e-06
"1114",1.01013222704335e-05,6.93803987157379e-06
"1115",2.13435328314657e-05,1.27782765357109e-05
"1116",6.23169024931038e-06,4.32322048622231e-06
"1117",2.39061649386787e-05,1.49148788778709e-05
"1118",8.84974654450443e-06,5.64691193661119e-06
"1119",9.53433952300889e-06,6.24188682216785e-06
"1120",5.12056455999028e-05,3.01697925304851e-05
"1121",8.81640403421618e-06,5.7740835785664e-06
"1122",9.93763455895079e-06,6.35261811010025e-06
"1123",1.37775224130645e-05,8.63796506246559e-06
"1124",1.40195229343573e-05,8.89021342362623e-06
"1125",4.46853402570804e-06,3.2406441251612e-06
"1126",1.36066881516159e-05,8.22426696199562e-06
"1127",9.0840913478305e-06,5.9001447939377e-06
"1128",6.50471803072309e-05,3.63814145731647e-05
"1129",1.30284059378567e-05,8.19336063964222e-06
"1130",2.37250518357589e-05,1.51009479262886e-05
"1131",1.05868798701779e-05,7.86401869474158e-06
"1132",2.01792465798435e-05,1.24425872380048e-05
"1133",1.62686053019858e-05,1.00927881987654e-05
"1134",2.12296456956673e-05,1.27145119224353e-05
"1135",1.03739602268155e-05,6.93373703604667e-06
"1136",8.05557338195912e-06,5.79971921470874e-06
"1137",1.79645893277629e-05,1.09020883588663e-05
"1138",1.58074180783489e-05,1.0114923296269e-05
"1139",3.59563405801111e-06,2.63298821908316e-06
"1140",8.19110360883099e-06,5.14764939450157e-06
"1141",8.3069157364187e-06,5.76662641715831e-06
"1142",1.26136157577693e-05,8.56272298800536e-06
"1143",2.34146071691476e-05,1.41088439728263e-05
"1144",4.63945403248161e-06,3.35693660439274e-06
"1145",3.5001480955398e-06,2.45031210890096e-06
"1146",8.10831159074267e-06,5.16566122315899e-06
"1147",8.62569769803078e-06,5.33965236831453e-06
"1148",2.13892603520505e-05,1.37207639445213e-05
"1149",8.68117476099023e-06,6.08619452025414e-06
"1150",1.29503505949721e-05,8.20669165527257e-06
"1151",1.59311780371178e-05,9.25072818502296e-06
"1152",9.98715872437707e-06,6.5204632851213e-06
"1153",7.67457845856245e-06,5.36304931417651e-06
"1154",1.27094243096799e-05,7.7332631267851e-06
"1155",1.69450314827664e-05,1.09881567665628e-05
"1156",1.39833525920547e-05,8.4726283448666e-06
"1157",8.17579938692452e-06,5.43933247130934e-06
"1158",1.61247207264527e-05,1.05354584282268e-05
"1159",9.77293503411279e-06,6.43105679146816e-06
"1160",8.87324323907186e-06,5.60033354145942e-06
"1161",1.63035260895782e-05,1.02281245753376e-05
"1162",5.69412101483769e-06,4.00978064283501e-06
"1163",9.41686382551423e-06,6.25966206538593e-06
"1164",8.23281741524161e-06,5.35813322949861e-06
"1165",4.24757014241737e-05,2.27206166506041e-05
"1166",8.92123679894351e-06,5.38626662958815e-06
"1167",4.03562724328602e-06,2.81817500701469e-06
"1168",2.03906222246854e-05,1.3065038499078e-05
"1169",2.26150531184524e-05,1.37153338005478e-05
"1170",1.25569672927957e-05,8.02732471330012e-06
"1171",1.39011291460223e-05,8.9266324785235e-06
"1172",1.21087834297574e-05,7.70713799929373e-06
"1173",1.39290996896442e-05,9.53199347818653e-06
"1174",4.91687406646706e-06,3.64590316981474e-06
"1175",6.15981654007095e-06,4.37728305750932e-06
"1176",8.5259083274723e-06,6.18342189408238e-06
"1177",1.78336825261767e-05,1.14890357057976e-05
"1178",6.96401554637989e-06,4.89376022452883e-06
"1179",2.08223271612535e-05,1.2822534094887e-05
"1180",1.08997982523026e-05,7.11819508923617e-06
"1181",3.83085272282851e-06,3.0034520904667e-06
"1182",8.59850748092522e-06,5.66678489388501e-06
"1183",1.35279873934684e-05,8.73036507902999e-06
"1184",1.13983461799569e-05,7.21313927355914e-06
"1185",7.05035644991688e-06,4.9265978644643e-06
"1186",3.05403198818594e-06,2.37815415618343e-06
"1187",1.9005464723804e-05,1.29236816311332e-05
"1188",1.26701192813424e-05,8.20238722184283e-06
"1189",3.19064728852255e-06,2.47765651640095e-06
"1190",2.25840687517604e-05,1.41006514011295e-05
"1191",6.0933123450159e-06,4.37913701093632e-06
"1192",1.40388818706373e-05,8.98603480809102e-06
"1193",1.34516467733314e-05,8.26085314752165e-06
"1194",5.94920215496939e-06,4.30510747805426e-06
"1195",4.99578105742815e-05,2.91475428982131e-05
"1196",1.26131534707052e-05,8.1382721777966e-06
"1197",6.61753839483986e-06,4.37022324412684e-06
"1198",2.72030120118408e-05,1.7386476600799e-05
"1199",4.68128829020312e-05,2.7599237395602e-05
"1200",1.22646568092543e-05,7.73057885077341e-06
"1201",1.39543364277945e-05,8.27042881610018e-06
"1202",4.17255314251527e-06,3.19897541091363e-06
"1203",1.98183943988279e-05,1.15207003961195e-05
"1204",2.91508980860341e-05,1.66798576988498e-05
"1205",8.02307130393149e-06,5.57475045181363e-06
"1206",1.14974359238267e-05,8.11910127325386e-06
"1207",1.180035818629e-05,7.67500676054625e-06
"1208",1.11976791802367e-05,7.27738029630356e-06
"1209",9.67597787246222e-06,6.73736639610975e-06
"1210",6.74965732649585e-06,4.95553686821737e-06
"1211",2.08660515150142e-05,1.23398778182316e-05
"1212",1.42553186850564e-05,1.03870656516193e-05
"1213",7.64096412490302e-06,5.11315386569673e-06
"1214",8.91921151099843e-06,5.74218783986615e-06
"1215",3.6347851851252e-06,2.64013827933953e-06
"1216",4.4374343029011e-06,3.14145739654166e-06
"1217",4.14862107270672e-06,3.01645239521847e-06
"1218",1.00445030022345e-05,6.48879725220821e-06
"1219",8.15176534761005e-06,5.69838101759122e-06
"1220",8.77913715165044e-06,5.91824244335838e-06
"1221",1.62258834144611e-05,1.03162533071796e-05
"1222",2.56148440094373e-06,1.93670764592936e-06
"1223",4.55637641266164e-06,3.04134285636417e-06
"1224",8.29179461157752e-06,5.44811233553259e-06
"1225",9.49866383481828e-06,6.51602334333562e-06
"1226",9.85060841807524e-06,6.68717741031722e-06
"1227",1.43989776256678e-05,9.03553385965919e-06
"1228",1.41608447050815e-05,9.30537673326417e-06
"1229",3.17189735575637e-06,2.58053838294023e-06
"1230",7.88855315211645e-06,5.17646123215987e-06
"1231",8.58183740485227e-06,5.54189468806027e-06
"1232",4.34895551171282e-06,3.0303261766037e-06
"1233",8.84879610756708e-06,6.01236278401722e-06
"1234",1.88925251325271e-05,1.19939725010396e-05
"1235",2.0654846965648e-05,1.26323975103389e-05
"1236",7.51899695940614e-06,5.28516988383565e-06
"1237",1.26098344643454e-05,8.39053365790012e-06
"1238",1.29525064339881e-05,8.8541121125116e-06
"1239",1.48088840938168e-05,9.56649838918154e-06
"1240",1.39217286431878e-05,8.20026233099279e-06
"1241",8.20956804482869e-06,5.44278958738283e-06
"1242",2.85599752823758e-06,2.27948702103066e-06
"1243",1.63759400250878e-05,9.76633079464199e-06
"1244",1.28984448260129e-05,7.94094497550697e-06
"1245",1.27468110410766e-05,7.66521365672123e-06
"1246",1.19807263141094e-05,7.69912677017608e-06
"1247",4.76415136400531e-06,3.49292505649271e-06
"1248",6.49606418395206e-06,4.23801104875669e-06
"1249",2.58977290333121e-05,1.67724845450943e-05
"1250",2.27902049614496e-05,1.37478846861662e-05
"1251",9.47634799035516e-06,6.28088698576961e-06
"1252",1.35803104383415e-05,9.68620004439755e-06
"1253",5.24204648657022e-06,4.13653441651396e-06
"1254",4.92026281244079e-06,3.58805841267701e-06
"1255",1.53852549996166e-05,9.54617649416164e-06
"1256",1.40989791964243e-05,8.97282025603688e-06
"1257",8.56418308461137e-06,5.90998504427933e-06
"1258",8.53636902238447e-06,5.62696998970764e-06
"1259",5.55984521721559e-06,3.74237351355882e-06
"1260",1.42922916563869e-05,8.60810816636227e-06
"1261",9.8971634925881e-06,6.33268332414715e-06
"1262",1.566800913362e-05,9.68434279183117e-06
"1263",1.34647285145622e-05,8.32128380181035e-06
"1264",1.3396002484894e-05,8.39854160649797e-06
"1265",8.52720815035376e-06,5.46063267772792e-06
"1266",1.54798925553461e-05,1.02072121082929e-05
"1267",9.9556574749882e-06,6.88380187668121e-06
"1268",9.54349987895709e-06,6.07106668093011e-06
"1269",1.2016597918116e-05,7.46263729852212e-06
"1270",1.72784757576965e-06,1.29125166583383e-06
"1271",4.83049785428868e-06,3.43419439408649e-06
"1272",6.01247618917529e-06,4.17745229678996e-06
"1273",7.35874630792993e-06,5.53748115762606e-06
"1274",4.03250294132217e-05,2.4838044491002e-05
"1275",5.41516736353176e-06,4.19612847156126e-06
"1276",7.53071442245329e-06,5.45309607169038e-06
"1277",8.12929838325034e-06,5.48476535477219e-06
"1278",4.35822403738728e-06,3.01138914130181e-06
"1279",8.39440162667635e-06,5.56218502994809e-06
"1280",6.00928753898106e-06,3.93243384558798e-06
"1281",2.46865583391262e-05,1.46128872031837e-05
"1282",6.71438410196006e-06,4.68150711277259e-06
"1283",3.45085107836891e-06,2.69549942336026e-06
"1284",2.60551535846337e-06,2.02604761038614e-06
"1285",5.10855097568265e-06,3.41193627956119e-06
"1286",2.36955381673607e-05,1.55094790187812e-05
"1287",1.0432407418418e-05,6.97392473162964e-06
"1288",4.90430098691673e-06,3.52863598245342e-06
"1289",7.06896074956302e-06,5.22312160728559e-06
"1290",1.28063413651657e-05,8.70554496926723e-06
"1291",4.16485401337951e-06,2.9891159304524e-06
"1292",7.66283211728887e-06,5.04492258681496e-06
"1293",8.81453438592386e-06,6.0324864113867e-06
"1294",1.05933186452176e-05,7.64591114410269e-06
"1295",1.30492563891806e-06,1.16982396647133e-06
"1296",1.61877728648036e-05,1.06366783339341e-05
"1297",1.21184559056214e-05,7.62428425303843e-06
"1298",4.93090114495031e-06,3.3614670309847e-06
"1299",1.83576980319683e-05,1.17632884315008e-05
"1300",9.59209530405973e-06,6.63334382469983e-06
"1301",9.37848116238987e-06,6.34369528309552e-06
"1302",6.78959567710611e-06,4.95183738378401e-06
"1303",1.95392933157374e-05,1.20498225177524e-05
"1304",1.3281584280479e-05,8.05634652581886e-06
"1305",5.71408257786633e-06,4.25324233834641e-06
"1306",1.4013587730992e-05,9.39781987409658e-06
"1307",1.77463420854371e-05,1.09719331786812e-05
"1308",4.01907880001664e-05,2.45952914503243e-05
"1309",2.06563630201669e-05,1.31008860307069e-05
"1310",8.49945005065545e-06,5.85775555228389e-06
"1311",7.73239149803849e-06,4.91271394747043e-06
"1312",3.29408531410891e-06,2.40742711856283e-06
"1313",1.1118364358325e-05,7.46644395224532e-06
"1314",9.62461337641918e-06,6.44050329672653e-06
"1315",1.20298094101996e-05,7.92661276018821e-06
"1316",1.84716226684753e-05,1.19273167923149e-05
"1317",7.71728101705231e-06,5.02954388612805e-06
"1318",6.79714970658378e-06,4.89462539092879e-06
"1319",2.72799180426942e-05,1.64016638329976e-05
"1320",5.73492283262677e-06,4.10703243064134e-06
"1321",1.81639689023004e-05,1.16845755626365e-05
"1322",3.75344643521361e-06,2.61545780053201e-06
"1323",9.17659353125885e-06,6.02784278278784e-06
"1324",2.80560644821625e-05,1.68604488431068e-05
"1325",7.29371988601377e-06,4.93562052377614e-06
"1326",1.64412076698987e-05,1.03652693061462e-05
"1327",9.81448371494077e-06,7.04948542244252e-06
"1328",8.60032885403476e-06,5.35174600806318e-06
"1329",2.64013048755419e-05,1.54155166069792e-05
"1330",7.83398900688798e-06,4.86611934839007e-06
"1331",7.33606129725493e-06,4.64637457073053e-06
"1332",1.23284547553535e-05,7.6726021192082e-06
"1333",8.97212426239913e-06,5.81819156742595e-06
"1334",1.27692632509392e-05,8.07443976483927e-06
"1335",1.0934428350374e-05,7.00416035003499e-06
"1336",1.23895729457804e-05,8.37216664838712e-06
"1337",2.06420030711344e-05,1.2556167336302e-05
"1338",9.96775985913824e-06,6.95926602279401e-06
"1339",7.97387298811515e-06,5.25904125462827e-06
"1340",1.29710941513845e-05,8.53279117330329e-06
"1341",3.21579083075792e-05,1.84817491172848e-05
"1342",1.15469029351628e-05,7.4540201412266e-06
"1343",2.14482511772295e-05,1.36000050128049e-05
"1344",7.0566210041785e-06,4.95996761167318e-06
"1345",6.91407530468038e-06,5.07301424574504e-06
"1346",4.792952930246e-06,3.47197144060108e-06
"1347",2.12415949973847e-05,1.29645410456737e-05
"1348",1.31265966906995e-05,8.18607223015651e-06
"1349",1.20268004638437e-05,7.88234219523011e-06
"1350",1.1561587595358e-05,7.0819994794593e-06
"1351",3.40642025680176e-05,2.01270546888864e-05
"1352",5.08017127960902e-06,3.55537538914728e-06
"1353",1.38682742409928e-05,9.1937765127124e-06
"1354",1.38131750427289e-05,9.53724359683483e-06
"1355",2.37170865153543e-05,1.43887238634328e-05
"1356",1.05031643450066e-05,6.76140428326055e-06
"1357",1.73108530827909e-05,1.05245326783472e-05
"1358",1.23069791440229e-05,7.65740993488584e-06
"1359",8.67378626106846e-06,5.81851731652949e-06
"1360",1.06271493053883e-05,6.61875350762016e-06
"1361",1.58153194871392e-05,9.73102813937617e-06
"1362",1.44371056444587e-05,8.69886209853812e-06
"1363",1.53290129230371e-05,9.15851792768781e-06
"1364",2.93903534941047e-05,1.82449368979949e-05
"1365",5.19233185938683e-06,3.90848599007219e-06
"1366",1.69619496570142e-05,1.06808043197999e-05
"1367",1.49070285655769e-05,9.09842104453772e-06
"1368",1.09866833860704e-05,6.57655147233687e-06
"1369",9.54130338720001e-06,6.22590998379002e-06
"1370",1.26313243571992e-05,8.10067914519699e-06
"1371",7.29019242719636e-06,4.89864425661481e-06
"1372",9.69043115708849e-06,6.26382890135177e-06
"1373",1.04090004646723e-05,7.32783780019416e-06
"1374",8.14941938067918e-06,5.67227442532757e-06
"1375",6.39001241941736e-06,4.56512830285441e-06
"1376",2.62665971777609e-05,1.76386656695604e-05
"1377",4.05053665410683e-06,2.90708962253685e-06
"1378",1.10707866089277e-05,7.26256362337942e-06
"1379",4.68656379530121e-06,3.31605827338536e-06
"1380",1.03786190276634e-05,6.76871082503784e-06
"1381",1.21134986596513e-05,7.6141225569515e-06
"1382",2.56575218213528e-05,1.5548272195379e-05
"1383",1.58296097972855e-05,9.93111886557497e-06
"1384",1.48542685987635e-05,9.29370167482453e-06
"1385",7.11345111826112e-06,4.89719425594131e-06
"1386",6.84773460083553e-06,4.5001356226164e-06
"1387",1.18718399187291e-05,7.48872719254812e-06
"1388",1.38448502819332e-05,8.57382062793331e-06
"1389",8.07276552879482e-06,5.98202344129161e-06
"1390",1.01995155035132e-05,6.61451716357915e-06
"1391",1.97646392030713e-05,1.19543504687266e-05
"1392",2.96131162686686e-05,1.89432620850202e-05
"1393",8.19919387358453e-06,5.44552656574211e-06
"1394",5.93909720497417e-06,4.16988415946917e-06
"1395",1.27383758030212e-05,8.35147002518134e-06
"1396",1.47625546177714e-05,9.81791934815698e-06
"1397",1.12109930919907e-05,6.87661597425425e-06
"1398",1.18454363027594e-05,8.29330856129702e-06
"1399",1.53035799733418e-05,1.01688395844259e-05
"1400",1.3431929464238e-05,9.36117517020031e-06
"1401",5.71481634204961e-06,4.24659219110876e-06
"1402",9.26956455644206e-06,6.19517934339165e-06
"1403",1.66068507253801e-05,1.07346775832556e-05
"1404",9.58656228225662e-06,5.99023775236634e-06
"1405",8.43184246183499e-06,5.33876943395882e-06
"1406",1.65311174774626e-05,1.02258582554396e-05
"1407",1.33026409927652e-05,9.0172702366508e-06
"1408",1.96049105467319e-05,1.16874991241601e-05
"1409",1.6190127761765e-05,9.47912135175853e-06
"1410",1.13117442971957e-05,7.11712160412978e-06
"1411",9.36139358779032e-06,6.70279390760762e-06
"1412",1.12542089280222e-05,7.49069210994476e-06
"1413",2.03783975701052e-05,1.29772143731447e-05
"1414",5.79390405725637e-06,4.01721807028354e-06
"1415",9.19310340080691e-06,5.91343613267867e-06
"1416",1.01713659158884e-05,6.65407704404712e-06
"1417",1.91925802554672e-05,1.27279344705192e-05
"1418",6.22040237725128e-06,4.45541003035809e-06
"1419",4.76559222662775e-06,3.46910708558129e-06
"1420",4.1922288317068e-06,3.0492715813592e-06
"1421",9.60024400519164e-06,6.81730012517552e-06
"1422",7.51236478450943e-06,5.0769856243741e-06
"1423",3.75892644166566e-06,2.87131697651848e-06
"1424",3.11523267588703e-06,2.41272758838549e-06
"1425",4.95363709446602e-06,3.6164238805692e-06
"1426",1.20041239977088e-05,7.79432852591016e-06
"1427",2.28180523132437e-05,1.39955940153072e-05
"1428",6.99558699077371e-06,4.68022750504492e-06
"1429",1.93809569199661e-05,1.22895170395137e-05
"1430",8.12384946659402e-06,5.46808655369865e-06
"1431",1.68709039955552e-05,1.07014118897938e-05
"1432",1.48658080344652e-05,1.05090126571531e-05
"1433",3.09820887218946e-06,2.42988938643312e-06
"1434",8.66781749517715e-06,6.14793312686742e-06
"1435",1.27965519222127e-05,8.92168263089909e-06
"1436",1.16194419603128e-05,7.68567844804721e-06
"1437",1.91254579468401e-06,1.49887231979307e-06
"1438",1.28341776247435e-05,8.41752600895179e-06
"1439",3.55669508081275e-06,2.60657149178747e-06
"1440",5.5760446920901e-06,4.15312854356251e-06
"1441",8.37093370151209e-06,5.58697383357772e-06
"1442",3.48036347837235e-05,1.85730038437646e-05
"1443",7.57885771228473e-06,4.88252366912625e-06
"1444",6.29320775321812e-06,4.2938047635848e-06
"1445",1.95307104242365e-05,1.17695484964668e-05
"1446",1.36730251286571e-05,8.24667480964109e-06
"1447",1.40372230936623e-05,9.91179333940947e-06
"1448",2.29910692105373e-05,1.26077105883691e-05
"1449",2.07601281808883e-05,1.39307037815173e-05
"1450",1.41245243497565e-05,9.13888196927935e-06
"1451",1.58202481981471e-05,9.95987427630016e-06
"1452",1.33004684542406e-05,8.81426476697322e-06
"1453",1.52395429591508e-05,1.00927690848345e-05
"1454",1.07526780305895e-05,7.22255924566281e-06
"1455",5.25946736106206e-06,3.50095903571348e-06
"1456",2.38590064333906e-05,1.51501787940179e-05
"1457",7.56038521406176e-06,5.08261020150411e-06
"1458",4.4980244866764e-06,3.29947399934182e-06
"1459",1.1188339265875e-05,7.75603285303159e-06
"1460",3.33849470933127e-06,2.47071784340171e-06
"1461",1.91733432673605e-05,1.24004208940503e-05
"1462",9.3565780767889e-06,6.44487216840563e-06
"1463",6.74576169324893e-06,4.61862106296962e-06
"1464",1.77463320654082e-05,1.11072995568914e-05
"1465",1.56349756434747e-05,9.73644800599823e-06
"1466",6.10149578828306e-06,4.65706613699621e-06
"1467",1.46104357426092e-05,9.0919675500481e-06
"1468",4.23222434495207e-06,2.99873526827531e-06
"1469",1.50126821112977e-05,9.71552042420059e-06
"1470",1.16467418804887e-05,7.11525419791823e-06
"1471",3.38640776815045e-05,2.0100404505726e-05
"1472",1.2467690900185e-05,7.56228410377778e-06
"1473",1.51867835112397e-05,8.77597047901923e-06
"1474",7.55212619885011e-06,4.68143091403657e-06
"1475",6.51127583898456e-06,4.6217298473398e-06
"1476",2.34884595112053e-05,1.48674011459931e-05
"1477",8.8417528220516e-06,6.67378092484028e-06
"1478",2.80039086129009e-05,1.82443071555606e-05
"1479",2.54133111539288e-05,1.56955111437778e-05
"1480",1.25534223558544e-05,8.11335799197145e-06
"1481",1.26726930976449e-05,8.01689378026832e-06
"1482",9.91779565772882e-06,6.33812006963669e-06
"1483",1.44925725543938e-05,9.60193124466934e-06
"1484",1.12707332332082e-05,7.4794528978974e-06
"1485",9.31906449545298e-06,6.50547188361982e-06
"1486",5.40226898965889e-06,3.70891533510185e-06
"1487",8.42517543520338e-06,5.88971989365531e-06
"1488",9.49668475169493e-06,6.32522753558462e-06
"1489",1.67821073287886e-05,1.0457981537302e-05
"1490",9.46494588622057e-06,6.45410603624991e-06
"1491",8.79184322634304e-06,5.97865417639857e-06
"1492",1.33559230166236e-05,8.55957381820993e-06
"1493",1.0966464262344e-05,7.03591500043171e-06
"1494",4.55413955260313e-06,3.26358617006391e-06
"1495",1.03566031998434e-05,7.5681187385298e-06
"1496",1.08607159184263e-05,7.22432908474298e-06
"1497",8.13104049461157e-06,5.21521314614386e-06
"1498",4.70218492153841e-06,3.52451571304882e-06
"1499",2.41411660605748e-05,1.46063911822279e-05
"1500",1.91203071562172e-05,1.18298444718371e-05
"1501",9.62247386052692e-06,6.76489554569902e-06
"1502",1.42430177696684e-05,8.80421389854868e-06
"1503",7.28537640478109e-06,5.1391514186724e-06
"1504",9.17546382651545e-06,5.6656951436459e-06
"1505",1.06971725562143e-05,7.34372482580115e-06
"1506",8.71538280464043e-06,5.67421513647187e-06
"1507",7.82428462295215e-06,5.51852394713262e-06
"1508",3.17082161248319e-06,2.31498932826714e-06
"1509",6.51365117556102e-06,4.26474562364108e-06
"1510",6.65785253923938e-06,4.59711736711144e-06
"1511",3.06477738109889e-05,1.78812205640735e-05
"1512",1.10573474204931e-05,7.15757599783235e-06
"1513",1.59441258410429e-05,9.66844486085368e-06
"1514",6.75272857645777e-06,4.52158576631784e-06
"1515",1.31530974458068e-05,8.66772194204221e-06
"1516",1.32656838132702e-05,8.60391743374029e-06
"1517",1.22265223511438e-05,7.95655282131873e-06
"1518",5.73042086665956e-06,4.06046038574856e-06
"1519",1.45101708815687e-05,9.46591411859345e-06
"1520",2.85093055170578e-06,2.17309213519049e-06
"1521",1.47975432940268e-05,8.57604585213303e-06
"1522",5.61099188326767e-06,3.80043478186767e-06
"1523",2.58423262804261e-06,2.01376445325733e-06
"1524",3.09321150777213e-05,1.88506578782757e-05
"1525",1.4025519655259e-05,8.74654166615224e-06
"1526",1.34409437173876e-05,8.61773522371905e-06
"1527",1.11152428991881e-05,7.38138213233817e-06
"1528",1.91445424248171e-05,1.24137596936537e-05
"1529",1.21474748580025e-05,7.75320111297443e-06
"1530",3.41173673475266e-06,2.61638071479108e-06
"1531",1.11358798801205e-05,7.41151180959569e-06
"1532",2.44996990728283e-06,1.75526254804053e-06
"1533",4.16124688486163e-05,2.25790337051497e-05
"1534",7.36858874861487e-06,5.29437753073147e-06
"1535",6.08726400366407e-06,4.4381236809659e-06
"1536",6.15636096906414e-06,3.92364685275634e-06
"1537",1.11824945721979e-05,7.25814970886269e-06
"1538",1.11407798965137e-05,8.36117924596641e-06
"1539",1.23953748111142e-05,8.2012242048561e-06
"1540",9.68880069105642e-06,6.91211332449117e-06
"1541",4.78722526517089e-06,3.2986138114918e-06
"1542",1.15697808165378e-05,7.54538868776519e-06
"1543",1.14687541911801e-05,7.40838314761449e-06
"1544",1.27731154116746e-05,7.63865585358115e-06
"1545",2.57290894729043e-05,1.46921489067119e-05
"1546",8.17330758844739e-06,5.38278473635056e-06
"1547",8.04246586511978e-06,5.41121615522106e-06
"1548",7.77985402181551e-06,4.95128164962001e-06
"1549",5.76505940603228e-06,3.98542770146448e-06
